source_dataset,source_split,source_row_id,text,anger,disgust,fear,joy,sadness,surprise,emonoba_disgust_assumption,f5_eligible,original_love,original_class,original_contempt,original_enjoyment,domain,topic
EmoNoBa,Train,16371,তৃপ্তি পেলাম ভিডিও দেখে সবার জন্য দোয়া ও শুভ কামনা  ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,27080,গতানুগতিক আবর্জনা। সময়টাই নষ্ট। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,5150,হু হু হু হা হা হা...ইলিশের বাবা: তোর জিভ আমি টেনে ছিঁড়ে ফেলব বদমাশ। ইলিশ দেখেছিস ,0,0,0,0,1,0,True,True,0.0,,,,Facebook,Entertainment
EmoNoBa,Train,14254,ভাই ওনার সব গুলা গান ই হিট ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,19429,ক্লাস গুলো অসাধারণ স্যার। ধন্যবাদ স্যার ও আমাদের স্কুল কে। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education
EmoNoBa,Train,4007,"ঠিক বলেছেন, ভূয়া গল্প। কাল্পনিক কাহিনী বল্ল। ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Business
EmoNoBa,Train,12837,আরো রানা নাকী খুঁজবে। রানার অভাব আছে দেশে। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,4826,শুরু টা সেই ছিল ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education
EmoNoBa,Train,26216,ভাই আপনার জুতা কি ভাবে পেয়েছেন ,0,0,0,1,0,1,True,True,0.0,,,,Youtube,Game
EmoNoBa,Train,5154,"মানে """"? লোপার বাবা ",0,0,0,0,0,1,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,15551,সাবিহা বুবু দিয়েছে। আমি বললাম ও কই? আসে না যে? ছেলেটা মাথা নিচু করে বলল ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Education
EmoNoBa,Train,4602,মলিন বস্ত্র পরিহিত। কারো কাছে গেলে মুখ ফিরিয়ে কেউ তাকিয়েও দেখে না। কিন্তু তারা আল্লাহর কাছে এতটা প্রিয় ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Politics
EmoNoBa,Train,8389,সব ভিডিও ছাদে ক্যান রে ভাই।তাও পিছনে ভিজা কাপড়। কিয়েক্টা অবস্থা ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,12082,"ছি ছি ছি আন্রা কি ভাবে নিজকে মুসলিম ভাবি।সামনে এরা আরো কিছু করতে পারবে টাকা হলে।, ",1,0,0,0,0,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,4976,তাই স্কুলে যাইনি! শিক্ষক সেখানে কমেন্ট করল . . . . . . . . . তুই অংকে জিরো পাইছস! দাঁড়া ,0,0,1,0,0,0,True,True,0.0,,,,Facebook,Education
EmoNoBa,Train,14631,চট্টগ্রামের 'মেম্বার হোটেল' কে নিয়ে একটা ভিডিও আশা করছি ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Food
EmoNoBa,Train,7591,অপারেটর অ্যালজেব্রা শিখলাম। মানুষের অসাধ্য কিছু নেই এই প্রবাদটি সম্ভবত ভুল নয়। একসময় অবাক হয়ে লক্ষ করলাম কোয়ান্টাম মেকানিক্স বুঝতে শুরু করেছি। ফাইনাল পরীক্ষায় যখন বসলাম ,0,0,0,1,0,1,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,4805,"কোনো ভাষা খুজে পেলাম না, দারুন। ",0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,8948,ভাই তোমার কন্টল কি বাভে একটু দেখাবে। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Game
EmoNoBa,Train,26281,আমি বাতাসের মতো বয়ে যাবো ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,25747,সাকিব ভাই ১০০% ঠিক বলছেন ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,9849,সেরাটা দিলে যথেষ্ট যোগ্যতা সম্পন্ন। ২। আন্দুজার - ভালো কীপার ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Sports
EmoNoBa,Train,10338,খুব ভাল লাগল ভাই💜💜💜 এক কথায় অসাম। ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal
EmoNoBa,Train,27933,"ভোলার ভিউটা অসাধারণ, কিন্তু নাস্তিক টা অসহ্য..... ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,27793,এই নাটকটাই দেখে আমি আমার ভ্যালেনটাইন পালন করলাম। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,113,তিসার কন্ঠটা শেখ হাসিনার মত ,0,0,0,0,0,1,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,20534,সেই সেই হয়েছে ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,2962,তাবিব ভাই তো তোমার থেকে অনেক বেশি সিনিয়র। উনাকে তুমি বলে ডাকার মানে কি? ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,10686,"দৌড়া বাঘ আইলো,,,মেরা টাইগার জিতবে টাইগার ",0,0,0,1,0,0,True,True,0.0,,,,Youtube,Sports
EmoNoBa,Train,3407,হোসেন শহীদ সোহরাওয়ার্দী এর ১২৭ তম জন্মবার্ষিকী ; নেতার সমাধিসৌধে বাংলাদেশ ছাত্রলীগের ফুলেল শ্রদ্ধাঞ্জলি নিবেদন। ,0,0,0,1,0,0,True,True,1.0,,,,Twitter,Politics
EmoNoBa,Train,2543,রিয়ালের সর্বকালের সেরা রাউল যেখানে পুরো ক্যারিয়ারে এ গোল করেছে ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Sports
EmoNoBa,Train,18684,পরিবার সবখানেই কিছু নিয়ম আছে। যেমন ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,9803,হেলাল হাফিজ সহ আরো অনেক অনেক রত্ন আছে। এসো ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Education
EmoNoBa,Train,10653,"ভাইরাল একটা ছেলেকে নিয়ে নাটক বা ভিউ এর জন্য ভিডিও না করে,পারলে অন্য অসহায় লোকদের পাশে দাড়ান কোন ইন কামের ধান্দা ছাড়া তবেই জাতীর কাছে কৃতজ্ঞতা অজন করবেন তৌহিদ ভাই। ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,3328,অনেক মজার গান ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,12169,বাংলাদেশ বিমান আর সিটি সার্ভিস বাস একেই। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Travel
EmoNoBa,Train,23188,কে কে আজাইরার ভিডিওর অপেক্ষায় থাকো? লাইক মারো ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,20565,জীবনের কাছে আমি পড়াজিত পিয়া ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,23341,ও কিন্তু ক্ষেত। আমি আবারো বলছি ও কিন্তু ক্ষেত।😂😂😂 ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,22506,ও খুব গরম ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,18413,প্লিজ ভাইয়া আসো নরসিংদি ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,9392,"আসসালামু আলাইকুম,,, অনেক সুন্দর একটি ভিডিও,, খুব ভালো লাগলো পাশে রয়েছি 👍👍👍 ",0,0,0,1,0,0,True,True,0.0,,,,Youtube,Travel
EmoNoBa,Train,11726,খুব ভালো লাগলো আফ্রিদি ভাই ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,14897,এগানটা হুজুরের মুখে অনেক ভাল লাগছে। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,21523,তিনি চেয়েছিলেন ইতিহাস শুরু হোক তাঁর থেকেই ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,25337,বাংলাদেশে যদি সকল প্রকার অপরাধের সঠিক বিচার হইতো তাহলে দিন দিন এভাবে মানুষ আর অপরাধ করার সাহস পেতো না। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,209,এইবার যমজ ভালো লাগে নাই শিক্ষা নিয়ে কনো কথা হয় নাই আর কমেডি হয়নাই এতো লম্বা সময় নিয়ে যমজ এইরকম হবে আশা করি নাই ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,18135,আপনি কথায় থাকেন ভাই ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Business
EmoNoBa,Train,21137,সাফা কবির দেইখা নাটক টা দেখলাম না। বালের নাইকা 😡😡😡 ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,26157,এত্তো খনে ভিডিও 😱😱কতখন দরে অপেক্ষা করছি ,0,0,0,0,0,1,True,True,0.0,,,,Youtube,Game
EmoNoBa,Train,2135,খারাপ আচরণের মানেটা কী। তারা হয়ত শুধু অস্বস্তিটা বোঝে ,1,0,0,0,1,0,True,True,0.0,,,,Facebook,Politics
EmoNoBa,Train,1658,অসাধারণ একটি নাটক দেখলাম ❤ ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Entertainment
EmoNoBa,Train,2456,ঘুম থেকে জেগে সে ফোন ধরতে ধরতে অনেকটা সময় চলে গেল ইস আরেকটু হলে তো রেখেই দিতে! সেই থেকে কোনও রাতেই এখন আর আমি ঘুমোই না ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,13982,খুব সুন্দর হয়ছে বউ✌ --বউ ও সন্তুষ্টি ভাব নিয়ে একটা মুচকি হাসি দিয়ে ভাতের পাতিল ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Entertainment
EmoNoBa,Train,22988,গড়বো সবচেয়ে বড় বিশ্বরেকর্ড। স্থান – ন্যাশনাল প্যারেড গ্রাউন্ড সময় – সকাল ১০টা তারিখ – ১৬ ডিসেম্বর ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Business
EmoNoBa,Train,14700,চোখের কনে জল চলে আসলো ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,2947,"ভাইয়া আাপনি মানুষ না, দেবতা। আপনাকে আমি খুব ভালোবাসি। ",0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal
EmoNoBa,Train,25471,জিম্বাবুয়ে আসলেই তোমাদের পরিকল্প শুরু হয়... শালা কুকুর বাচ্চারা ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Sports
EmoNoBa,Train,9564,ওপেনিং নিয়ে এখন আর সম্যাসা নাই। ওপেনিং এখন প্রতিযোগিতা চলতেছে। ভালো লাগলো সবাই রান করতেছে ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Sports
EmoNoBa,Train,7531,অাজ থেকে অাপনার ফ্যান হয়ে গেলাম ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal
EmoNoBa,Train,12728,আহা কি আনন্দ আকাশে বাতাসে।নতুন নতুন ধান্দা আর নতুন নতুন টাকা দুর্নীতির পায়তারা! ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,4008,জোস আরেফিন ভাই। মিউজিক 😍😍😍 ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Entertainment
EmoNoBa,Train,18766,"আমি বুঝলামনা এটা কোনদেশি ইউটিউব চ্যানেল? আফগান, ওয়েস্ট ইন্ডিজ এর খেলা লাইভ হয় বাট বাংলাদেশের খেলা লাইভ হয়না, কেনো?? ভাই দয়া করে উত্তর দিবেন প্লিজ, বাংলাদেশের খেলা চলাকালিন বারবার আপনাদের চ্যানাল ভিজিট করি কিন্তু লাইভ পাইনা, এটা দুঃখজনক!! 😢😢😢 ",1,0,0,0,0,0,True,True,0.0,,,,Youtube,Sports
EmoNoBa,Train,24869,বালের ভিডিও সময় টুকো লোস ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Sports
EmoNoBa,Train,24818,আমার সাথে করবা ৩০০০ টাকা পাবা ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,2052,আপনার ৬৪ টা ভ্লগের মধ্যে এইটা বেস্ট ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal
EmoNoBa,Train,10961,এদেরকে ব্রাশ ফায়ার করে মারা হোক। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,21121,"মিন্নী ও এই অপরাধের সাথে জড়িত আছে মনে হচ্ছে , তাই আমরা সুস্থ তদন্ত চাই , মিন্নী এখনো ধরাছোঁয়ার বাহিরে কেন , এর পিছনে কি কোন শক্তির উৎস আছে  ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,22389,ভাই কুমিল্লাই আসো প্লিজ ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,10759,"নামগুলো ভালো হয় নাই,, কাবিলা, নেহাল, শুভ, আরেফিন নামগুলোই ভালো ছিল ",1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,21065,পলাস হিপহপ পুরাই। কিন্তু এই ফালতু সুরসুরি দেওয়ার কি মনে হয়। আর ভোলা না দিয়ে বরিশাল দেওয়ার মানে সব গাজা খোর ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,11557,"আপনার মতো চিন্তা ধারার মনুষ দিয়ে দেশটা ভোরে গেছে, তাই আাজ দেশের এই অবস্তা. ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,8192,আগুন রক্ত চাই তোর মামা ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,9738,শেষের দিক টা খুব ভালো লেগেছে 👌👌 ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,17564,শেখ সাদী আমার প্রিয় নায়েক ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,25897,হাসিনা আপা এইসব দেখবেনা কখনও তার বাপের বিচার নিয়েই আজীবন আছে দেশ বিক্রি করে গদিতে বসে থাকার ধান্দা করছে ভারতের দালাল হয়ে আর কতোকাল?? একদিন আপনাকেও আপনার লোকেরাই একদিন মেরে ফেলবে ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,12437,গান এর কথাগুলো এবং ভিডিও টা অসাধারণ ছিলো ❤ ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,4474,আমার বাসার সামনে শুটিং হলো😏সাইক্লোন শেল্টার এর ভবনটা😆😆😆😆 ভাল্লাগলো নিজের চির চেনা জায়গা টা নাটকের মাধ্যমে নতুন ফিলিংস এ দেখলাম😍😍 ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Entertainment
EmoNoBa,Train,13597,বাংলাদেশে প্রতারনার শেষ নাই ,1,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,1964,"চালিয়ে যান, অনেক ভাল করবেন....!!!! ",0,0,0,1,0,0,True,True,1.0,,,,Youtube,Music
EmoNoBa,Train,15378,সাদিকের গানটা খুব সুন্দর আর সাদিকের চুক মারা খুব সুন্দর ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,9726,২০০৫ সাল .মুখোমুখি আর্জেন্টিনা বনাম হাঙ্গেরী..সে ম্যাচে আর্জেন্টিনার হয়ে অভিষেক হওয়ার কথা .বার্সা ক্লাব কাপানো ও অনূর্দ্ধ ২০ বিশ্সবকাপ মাতানো সদ্য এক বিস্ময় বালকরে ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Sports
EmoNoBa,Train,24908,আপনি কেন্দ্রে কেনো গেসেন? আপনার ভোট গতেরাতেই হয়ে গেসে। দুইবার ভোট দেওয়ার সিস্টেম নাই😁😁 ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,4453,আম গাছে আম নেই দিল কেন মারো ,1,0,0,0,1,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,21382,আল্লাহ তোমার সহায়ক হোন ❤️ তুমি আরও বড় হবে মানুষের সেবা করার জন্য ❤️♥️ ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,25350,আমি সাধারণত অপূর্বর নাটক গুলো দেখিনা।আমার মনে হয় অপূর্ব একটু অভার একটিং করে ফেলে।শুধু মেহজাবিনের জন্যেই নাটকটি দেখা। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,25657,চিত্‍কার করে গান গেতাম রিকশায় বসে ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,15208,গানটা ভাল লাগল ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,15982,ভাই অর্ডার করলে ঠিক জিনিসই পাবো তো..?? টাকা মার যাবে না তো..? ,0,0,1,0,0,0,True,True,0.0,,,,Youtube,Business
EmoNoBa,Train,21262,যাদের পয়সা নষ্ট করার ইচ্ছা আছে তারা যেতে পারে এখানে 😎😎😎😎😎 ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Food
EmoNoBa,Train,358,আমি গোরভিত আমার দেশের খেলোয়াড় দের জন্য আমি গোর ভিত আমারদেশের খেলোয়াড় রা আমাদের এরোকম একটা ইংনিক খেলার জন্য দোয়া রোইলো তুমাদের জন্য ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Sports
EmoNoBa,Train,2236,"গুণগত মান ঠিক রাখার জন্যে ধীর গতিতে পরবর্তী গালিবয় আনার চিন্তা সত্যিই চমৎকার। নই কোনো ইতিবাচক মন্তব্যকারী,নেতিবাচক মন্তব্যই আমার ধর্ম তবুও আজও পর্যন্ত অপারগ বিদ্রোহী কণ্ঠের অধিকারী তাবিব ভাইয়ের বিরুদ্ধে নেতিবাচক মন্তব্য করতে,তিনিই প্রথম ব্যক্তি যার বিরুদ্ধে নেতিবাচক মন্তব্য করার সাহস পেলাম না । সৃষ্টিকর্তা আপনাকে ভাল রাখুক সেই দোয়া রইল। ",0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal
EmoNoBa,Train,11806,"ধন্যবাদ,, অনেক ভালো লাগলো। ",0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,4542,"বাংলাদেশ প্রসাশন চাইলে সব পারে ৩দিনের মধ্যে এদের গ্রেপ্তার সেটি তাঁরা প্রমাণ করে দেখালো, কিন্তু দুঃখের বিষয় হচ্ছে, তাঁর অপরাধ অনুযায়ী শাস্তি হয় না। যে কোন কিছুর বিনিময়ে তাঁরা বেরিয়ে যেতে সক্ষম হয়। ",1,0,0,0,0,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,16800,বিয়ের পর দুচোখ যেদিকে যায় ,1,0,0,1,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,15543,আফ্রিদি ইজ বেস্ট ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal
EmoNoBa,Train,25783,অনেক ভালো লাগলো 🎶🎵🎧🎸 ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,22494,সেদিন বলে দেব লক্ষ্যটা কী ছিল। এনামুল হক যেন নিজের ক্যারিয়ারটাকেই একটা ধাঁধা বানিয়ে ছেড়ে দিলেন সবার মধ্যে! কী তাঁর জীবনের লক্ষ্য? থাক ,1,0,0,0,0,1,True,True,0.0,,,,Facebook,Sports
EmoNoBa,Train,20277,আর যদি না ফিরে আসে ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,375,কি দিন আসলো শুধু মারামারি ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,14948,"জাহানারার আপু আপনাকে প্রথম টিভিতে দেখে অবাক হইনি কারন আমি জানতাম আপনি বাইরের দেশেও অনেক খেলতেন,কিন্তু ক্রিকেটে খেলতে দেখে অবাক হয়েছি।আমাদের তো হেন্ডবল সেখাতেন তাহলে ক্রিকেটে কিভাবে গেলেন,!! কোনোদিন তো আমাদের বলেননি বা দেখিওনি ক্রিকেট খেলতে। আমি মম,মিনারা আপুর সাথে খেলতাম খুলনা পাইওনিওর স্কুল থেকে,নিশ্চয়ই আমাদের মনে আছে আপনার। ",0,0,0,0,0,1,True,True,0.0,,,,Youtube,Sports
EmoNoBa,Train,25694,আমি পারবেজ সারের ভক্ত ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,19769,অনেক অনেক ধন্যবাদ সময় টিভিকে ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,15204,শেষের ৪ মিনিট ভালো লাগছিলো ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,9568,নতুন বইগুলো তে নতুন যেগুলো আছে সেগুলো নিয়েই আপলোাড করব ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education
EmoNoBa,Train,13025,যারা মারা গেছে তাদের পরিবারকে সরকার ২ কোটি টাকার অনুদান দিয়েছে। বৌ — কতোবার বলেছি সিগারেট ছেড়ে দাও ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Entertainment
EmoNoBa,Train,22364,৪০ মিনিট অার ৫ মিনিট । দারুণ ছিল। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,12367,স্ত্রীঃ ঘুম কেমন হলো ? স্বামীঃ হুম সেরকম দারুন ঘুম হয়েছে ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Politics
EmoNoBa,Train,17963,ভাইয়া তোমার ব্লগ ও আপু মনিরটা আমি সবসময় দেখি ।তোমার যদি সময় হয় আমার ব্লগ এ ঘুরে যেয়ো ।আসা করি পাশে থাকবে ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Food
EmoNoBa,Train,11744,চরম হইচে দাওয়া পাল্টা দাওয়া ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,14714,মিশু ভাই অস্থির ছিলো কাবিলা ভাই হিজড়া টাইপ লাগলো😁 ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,25366,মায়াজালের বদলে বিবরর্তন চ্যানেল দুইটাই খুব ভালো চ্যানেল ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Business
EmoNoBa,Train,22674,আবেগে কাইন্দা দিলাম ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Sports
EmoNoBa,Train,4608,আমার মত তরুনদের কাজ বড় বড় মিডিয়াতে আসবে না ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,7656,যশোরে আসবেন বড় ভাই ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal
EmoNoBa,Train,9129,"শ্রমিকদের স্বাস্থ্য ঝুঁকিতে কাজ করানোর দায়ে ,এই ধরনের হারামি মালিকদের আলাদা করে শাস্তি দেওয়া হোক ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,18078,বাল পাকনা তুমি ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,5559,পলাশ + শামিম + শারিকা জোস ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Entertainment
EmoNoBa,Train,17572,টাকা থাকলে সব করা যায়... ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,10669,নিজের কাজ নিজে করা ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Business
EmoNoBa,Train,18302,যার বাজার মূল্য ৩৩ ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Business
EmoNoBa,Train,24927,তুমি ছেলে হলে না কেন ? তুমি কেন পাখি হলে না? উত্তরটা আমায় দিবে ? আমি তোমার পথের প্রান্তে দাঁড়িয়ে আছি ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,13262,আপনার পরের ভিডিও টার জন্য অপেক্ষায় রোইলাম দিদি ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Business
EmoNoBa,Train,7362,২০ বিশ্বকাপের মধ্যে ১৪ টি খেলে ৬ বার শিরোপা ঘরে তুলেছে মেসি ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Sports
EmoNoBa,Train,8233,অহ কি কমেডি😂😂😂 ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,7982,শেষটা ভালো লাগে নাই ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,20360,"সিরিয়াসলি ভাই এত এড,,,টিভি থেকে অনেক বেশি,,এডের চোদনে অস্তির ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,7183,ফুল্ল রিলোডেড 👊💪💥🔥 ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,9306,ভাই আমি এবং আমার বন্ধুরে আপনার সাথে দেখে করতে চাই।। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal
EmoNoBa,Train,20943,সাফা কবিরের যায়গা অন্য কেউ থাকলে আরও অনেক ভালো হতো কি বলেন সবাই ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,1811,ছয় থেকে আট ইঞ্চির মতো লম্বা ,0,0,0,0,0,1,True,True,0.0,,,,Facebook,Politics
EmoNoBa,Train,19998,না গিফট দিলে তো আবার ইমম্প্রেস হয় না মেয়ে গুলা। ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Music
EmoNoBa,Train,27695,তাদের দেখে কখনই ভাববেন না যে তারাই সবচেয়ে সুখী মানুষ। কারণ ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal
EmoNoBa,Train,27409,হুদাই ঊদাসি পারট লও কেন ? আর গেলে তিব্বত পাহাড়ের গুহায় যাও গা) ৬। তাবিজ ,0,0,0,0,1,0,True,True,0.0,,,,Facebook,Education
EmoNoBa,Train,27904,কাবিলা দি মোটা হইয়া গেছে ,0,0,0,0,0,1,True,True,0.0,,,,Youtube,Entertainment
EmoNoBa,Train,21347,এ সব আবালের দল কোথথেকে যে আসে ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,14921,এসব বাল করা বাদ দেন আমরা মধ্যবিওরা পথে বসতে যাচ্ছি টেক্স দিতে দিতে। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics
EmoNoBa,Train,5109,দুই জনকে একসাথে.. অসাধারণ ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education
EmoNoBa,Train,10760,"জুবায়ের আমার দেখা ভংকর লেগস্পিনার, আমরা তার পরিচর্যা করতে পারি নাই ",1,0,0,0,0,0,True,True,0.0,,,,Youtube,Sports
