source_dataset,source_split,source_row_id,included,exclusion_reason,harmonization_rule,original_labels,harmonized_labels,text_snippet
EmoNoBa,Train,23464,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আপনাকে অনেক ধন্যবাদ কারন আপনি আপনার স্বামিকে সম্নান দিযে কতা বলেছেন। 
EmoNoBa,Train,11570,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,কমেন্ট দেখে পোসায় গেছে আরেকটা সেকেন্ড ও দেখবোনা👍 
EmoNoBa,Train,20424,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,স্যালুট আফ্রিদি। আমাদের বরিশালের ছেলেরা এমন বড় মনের ই হয়ে থাকে। 
EmoNoBa,Train,17017,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,অসাধারণ তাহসান ভাইয়া❤❤❤❤♥♥♥ 
EmoNoBa,Train,7342,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,"হিজরা দালাল মিড়িয়া,কনো দিন দেখি নাই আগে কনো একটা নিয়ুজ করতে। (দালাল দালাল দালাল)"
EmoNoBa,Train,3215,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,কি বলব ভাই _অসাধারণ ❤❤🌿🌿 
EmoNoBa,Train,3987,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই বেচে থাকলে তোমার সাথে একদিন দেখা করব 
EmoNoBa,Train,21902,True,,DIRECT+DISGUST-D,Love=1 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,কেন হাঁসি নিয়ে এত কৃপণতা তোমার। তুমি কি জানো তোমার হাসির জন্য পাখিরা তাকিয়ে থাকে
EmoNoBa,Train,10402,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এদের জাবতজীবন কারাদন্ড দিয়ে হোক 
EmoNoBa,Train,14950,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,আমার ইচ্ছা আমি মেঘ হয়ে তাঁর সাথে সাথে ঘুড়ে বেড়াবো 
EmoNoBa,Train,2640,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,বাকি রানাদের কি হবে কাল 
EmoNoBa,Train,18694,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এ রকম মন্তব্য করা ঠিক হয় নি। 
EmoNoBa,Train,18105,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,মোস্তাফিজুর রহমানের কে আমার অনেক ভালো লাগে মোস্তাফিজুর রহমানের কে 
EmoNoBa,Train,8277,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাইরে গানটা সেই 
EmoNoBa,Train,5218,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এরা দুই জনই রোজা রাখে না 
EmoNoBa,Train,7795,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,ভাই রানাকে তো এখন সবাই দিবে 
EmoNoBa,Train,18545,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,আসবে তুমি আবার আমার মনের বারান্দায় 
EmoNoBa,Train,23451,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,আমিও প্রতারকদের হাতে পরে ছিলাম 
EmoNoBa,Train,27195,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এইসব মানুষ নামের সয়তান গুলো কে এমন সাজা দেয়া হয় জা দেখে আর এমন কাজ করতে না পারে 
EmoNoBa,Train,15706,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আমি পাগল হয়ে যাব এত সুন্দর 
EmoNoBa,Train,2054,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,দিনাজপুরে ভোলগ করো। 
EmoNoBa,Train,5898,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,সব রানাদের পাশে থাকতে চাই 
EmoNoBa,Train,23243,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=1,anger=1 disgust=0 fear=1 joy=0 sadness=0 surprise=0,দিন দিন আইন কানুন কি হচ্ছে কিছুই বুজতে পারি না জানি না আল্লাহ আগামী তে আর ও কি হ
EmoNoBa,Train,20421,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আদনান ভাই জিভে জল এসে গেল তোমার ফ্রাইগুলো খাওয়া দেখে।ভাই যারা দেশী না বলছ তারা ত
EmoNoBa,Train,22111,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,রাজন হত্যার বিচার নিয়ে এখন আমরা সবাই সরব । বিচার হয়তো হবে 
EmoNoBa,Train,19605,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,তখন আবার দেখা যায় বান্ধবীর প্রেমিক এর কাছ থেকে চান্স পাইলেই কেমনে খাওয়া যায় এইটা
EmoNoBa,Train,4564,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,সরাসরি বলে দিলেই তো হয় যে ভোট দিতে দিবো না। আপনাদের কষ্ট করে ভোট কেন্দ্রে আসার দ
EmoNoBa,Train,10092,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আমি আপনার সাথে এক মথ ভাই 
EmoNoBa,Train,20505,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,শুদু এই ভিডিওটার জন্য আপনার চ্যানেলটা সাবস্ক্রাইব করবো। 
EmoNoBa,Train,2587,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"অনেক ধন্যবাদ জানাই , অনুদ্ধ ১৯ বিশ্বকাপ জেতার পর ভারতের সাথে ঝগড়া করার জন্য "
EmoNoBa,Train,10131,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভেটকি ফিশ হা হা হা আপনি পারেন ভাই 
EmoNoBa,Train,9713,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=1,রিক্সায় বড়বড় সাহেবরা তাদের বউকে নিয়ে উঠত। দুজনে মিলে অনেক গল্প করত। সাহেবদের কাছ
EmoNoBa,Train,11974,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,দেশের কিছু সুশীল পাবলিক নিজেদের নিরপেক্ষ বোঝানোর জন্য জাতীয় ইস্যুতে চুপ থাকে 
EmoNoBa,Train,25246,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"যে যেখান থেকে ই বাংলাদেশেকে এগিয়ে নিয়ে গেছে, আমরা কাছে প্রত্যেকেই এক একটা বাংলাদ"
EmoNoBa,Train,18178,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,উনি কি হিল্লোল অভিনেতাে জমজ ভাই নাকি 
EmoNoBa,Train,6916,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,জত তারাতারি হোক ফাসি আইন 
EmoNoBa,Train,25168,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=1 surprise=0,শিক্ষাগত যোগ্যতাসহ মৌলিক কোনো বিষয়ে পরিবর্তন আনেনি সচিব কমিটি। জনপ্রশাসন সচিবও 
EmoNoBa,Train,19884,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,আমার আর কিছু বলার নেই 
EmoNoBa,Train,14102,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,আমার মেয়ের লেজের দাম দিয়ে তোমার মতো কয়েক ডজন মাগুরকে বাজার থেকে কিনে নেওয়া য
EmoNoBa,Train,2171,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=1 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=1 surprise=0,বাঙালি দাত থাকতে দাঁতের মরম বোঝেনা 
EmoNoBa,Train,1128,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"পলাশ ভাইের ঃছাতা; কই,,, "
EmoNoBa,Train,18952,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,চুরি তো ভালোই শিখলেন কার্টেসি বলতে একটা কথা আছে সেটাও তো করলেন না আবার আপনাদের ক
EmoNoBa,Train,3885,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এই নাটক টা দেখে আপনাদের নাটক দেখার ইচ্ছেটাই মরে গেছে 
EmoNoBa,Train,26688,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,এমনিতে গান টা ফেভারিট।কিন্তু কপি না করে নিজ থেকে কিছু করলে আরো ভালো হয়তো। 
EmoNoBa,Train,8625,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,বাঘের গরে বাঘই জন্মায়.... 
EmoNoBa,Train,16836,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,মাথার চুল মেঘের মতো উড়ুক । আবার একটা ফুঁ দিয়ে দাও 
EmoNoBa,Train,5014,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,এরা বিশ্বাস করে প্রতিটি দিবসই ভ্যালেন্টাইন ডে!! ৩। যাদের জন্য বিশেষ দিবস মানেই ক
EmoNoBa,Train,21278,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,বাংলা দেশ থেকে চাঁদের দেশে সেতু করা হলে ভালো হবে 
EmoNoBa,Train,20861,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,বোন অনেক সুন্দর লাগলো বোন মাথা ডাকা পরজ 
EmoNoBa,Train,8436,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,দরিদ্রের ঘরে বিনামূল্যের চাল। 
EmoNoBa,Train,23489,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আপনি তো ভাই জায়গামত ২ মিনিটেই আউট।😂🤣 
EmoNoBa,Train,11165,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=1,মানুষ কি ভাবে এত খারাপ এতে পারে 
EmoNoBa,Train,21631,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,টেইজার টা অনেক সুন্দর দেখছিলাম নাটকটা সেই রকম না 
EmoNoBa,Train,6664,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,টাইগাররা ভুল করেন আর অফসোস করেন কিন্তু সংশোধন করেন না  
EmoNoBa,Train,5820,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"স্যার, এত ভালো করে কিভাবে বুঝান। আপনার প্রতিটি লেকচার আমার ভালো লাগে- রাতুল। "
EmoNoBa,Train,12426,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,কোর্টে গিয়ে বিয়ে করেছিলাম আমরা। ফিরতে আমার দিকে অনেক্ষন তাকিয়েছিল পলকহীন ভাবে। স
EmoNoBa,Train,18790,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,তারপর একেবারেই উধাও। প্রথম বার বাড়িতে ফিরে তোদের বাড়িতে গিয়েছিলাম 
EmoNoBa,Train,3404,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,খুব ভালো লাগলো...রিয়েল হিরো তো সেই যে ওয়াদা দিয়ে ওয়াদাকে রক্ষা করার চেষ্টা করে।
EmoNoBa,Train,4909,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,মনের মতো পোলা 
EmoNoBa,Train,26574,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আরে ভাই ও এখন সুপারস্টার। তাই তাকে সাথে নিয়ে ভিডিও বানাও সাবসক্রাইবার পাওয়ার জন্
EmoNoBa,Train,25895,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,অনেক অনেক ভালো লাগলো আফ্রিদি ভাইয়ের এই ব্লগটা 
EmoNoBa,Train,26562,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,আসরাফুল কি সত্যি খেলবে 
EmoNoBa,Train,27100,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,আপনি কোন দেশি ভাই? 
EmoNoBa,Train,24833,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই কিংবা বোন; সবার রবি অ্যাকাউন্ট ম্যানেজ হবে এক অ্যাপেই। ডাউনলোড করুন মাই রবি 
EmoNoBa,Train,25765,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,যারা এসব দুর্নীতিতে জড়িত তাদের বিরাট অংশই আওয়ামী লীগে অনুপ্রবেশ করেছে কিছু সিনিয়
EmoNoBa,Train,20475,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,এই সময়টাতে উত্তম কুমার প্রতি উইক এন্ডে চলে আসতো। তখন সময়টা ছিল আহ্লাদ-আনন্দে ভরা
EmoNoBa,Train,10581,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,খুব সুন্দর লাগল 
EmoNoBa,Train,10758,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,আমাদের বাংলাদেশে কিছু নাই সুদু গুস খায় 
EmoNoBa,Train,4225,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আমি আমার বাবার একমাত্র মেয়ে তাই তুমি যা চাইবে তাই পাবে 
EmoNoBa,Train,20308,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,শুভেচ্ছা শুভ জন্মদিন আমিসা। 
EmoNoBa,Train,13442,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,আমরা খুব খারাপ সময় পার করছি। আমাদের যদি চ্যাম্পিয়ন হতে হয় তাহলে আমাদের অনেক উ
EmoNoBa,Train,2012,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,তর প্রতি আরো ভালোবাসা বেড়ে গেলো ❤❤❤❤❤ 
EmoNoBa,Train,17916,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,আমি এসে দুষ্টমি করবো। তোমার মা এই সব দেখে লজ্জায়লাল হয়ে যাবে..চিৎকার করে বলবো ভা
EmoNoBa,Train,14486,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,স্বপ্ন ভঙ্গের বিনাশী-দূত । শান্ত’র কথা মনে পড়লো তার । শান্ত কি এ চিঠিটা পড়েছে 
EmoNoBa,Train,19000,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,আরে বোন ওরা তো ভোট না ওরা এক চেটিয়া নির্বাচন করছে।ওগোর আশা ৫০ সাল পর্যন্ত এভাবে 
EmoNoBa,Train,9971,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই অডার দেওয়ার উপায় 
EmoNoBa,Train,16021,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,প্রত্যেকটি গান আলাদা আলাদা ভাবে পুরো গান গাওয়ার অনুরোধ রইল। সর্বপরি ভালই হয়েছে। 
EmoNoBa,Train,2809,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এদের জুতা মারা উচিত 
EmoNoBa,Train,5592,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,আমার হাত সামান্য কেটে গেলে তুমি কেঁদেছ। আমার সাথে সারারাত জেগে কথা বলনি 
EmoNoBa,Train,18490,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,আপনাদের হয়তো অনেক টাকা 
EmoNoBa,Train,1110,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,মাথাগোঁজার ঠাই নেই 
EmoNoBa,Train,17080,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"ভালো বাসার মানুষ, অনেক ভালো লাগলো এন্ড শুভ কামনা ভাই 😍😘 "
EmoNoBa,Train,4683,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,আপু আপনিতো মোটা হয়ে যাচ্ছেন। 
EmoNoBa,Train,10607,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,বরং ওতে আরো তেল ঢেলে দাও। কাজে আসে ইম্রুল ব্রোর দূর্দান্ত পারফরম্যান্স 
EmoNoBa,Train,17821,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,একদিন এই মারামারি চুরি বন্ধ হবে। 
EmoNoBa,Train,17910,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,"যতই চাই.. থাকতে ভুলে ততোই তোরে মনে পরে,তোরি স্রিতি মুছা যায়না।।। "
EmoNoBa,Train,27626,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাল লাগল ভিডিঅ 
EmoNoBa,Train,12401,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,বীর মুক্তিযোদ্ধাদের পাশে শেখ হাসিনা সরকার 
EmoNoBa,Train,12957,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এই সমাজ বেশ্যা তৈরি করে 
EmoNoBa,Train,12999,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,"শুভ জন্মদিন, ছোট্ট মামুনির জন্য অনেক দোয়া আর শুভকামনা। 💌💌👪👑🎂 "
EmoNoBa,Train,9238,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"বুড়িগঙ্গা আমাদের নদী,,,,,আমি বুড়িগঙ্গা গোসল করেছি,,,আর আমি অনেক সুন্দর হয়েছি "
EmoNoBa,Train,2158,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,আগে যদি জানতাম ছাবা কবির আছে তাহলে দেখতাম না 
EmoNoBa,Train,24755,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ধন্যবাদ সময় টিভি ❤ 
EmoNoBa,Train,3305,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এখ বাংলাদেশের নাটক গোলতে মেয়েদের এত ছোট ছোট কাপড় পরিদান করাচ্ছে কিছুদিন পড়ে কাপড়
EmoNoBa,Train,8633,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,"খানকির গলা কত বড় বাশ দিব তর গলা দিয়া,,, এই পুলার মুত খা তাই মানুষ হবি খানকি মাগি"
