exclusion_reason,harmonization_rule,original_Anger,original_Fear,original_Joy,original_Love,original_Sadness,original_Surprise,original_anger,original_contempt,original_disgust,original_enjoyment,original_fear,original_sadness,original_surprise,source_dataset,source_row_id,source_split,text_snippet
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22082,Train,আমার সবটুকু ভালবাসা দিয়ে বলছি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2597,Train,তোমার অপেক্ষায় অনেক মেঘ বয়ে যায় 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13135,Train,এক গুচ্ছ সাদা কাঠগোলাপ দিলেম তোমায়। পথের ওপাড়ে সাঝ নামে চুপটি করে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1069,Train,তোমার গালের কাটা দাগটাকেও বাসি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8172,Train,চমক ভাইয়ের মত অঅলরাউন্ডার খুব কমই জন্মে 😍😍 ভালবাসা অবিরাম 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27434,Train,প্রতিদিন তুমি প্রার্থনা করো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22783,Train,কাবিলা ভাই তুমি সেরা ❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,19263,Train,ভালো লাগে আপনার ভিডিও দেখতে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8492,Train,বাঙালির আস্থা-বিশ্বাস-ভালোবাসার সমার্থক 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4111,Train,শেখ সাদির খুব মিষ্টি চেহারা পাগল করা 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,10957,Train,কে কে চান মাশরাফি ভাই বোর্ড প্রেসিডেন্ট হোক 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8615,Train,আপনাকে আল্লাহ ভাল রাখুক স্যার 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4530,Train,মুক্তিযুদ্ধের অন্যতম সংগঠক ও আওয়ামী যুবলীগের প্রতিষ্ঠাতা চেয়ারম্যান শহীদ শেখ ফ
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22050,Train,দুজন দুজনের দিকে তাকিয়ে থাকব 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,25763,Train,"চমক ভাই, 😍😍😍 "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13054,Train,ভালোবাসা মানে সাড়া দিনক্লান্ত হয়ে প্যান্টের পকেটে একটা গোলাপ নিয়ে সন্ধ্যা বাসায় 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,7809,Train,আমি তোমার ভিডিও লেবালন থেকে দেখি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,7313,Train,ক্ষাপা শামীম ❤❤💕 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13159,Train,তাবিব ভাইয়ার কথাবার্তায় বুঝা যায় তিনি কতটুকু ট্যালেন্ট❤❤❤❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,24951,Train,লাভ ইউ বস 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,14037,Train,চোখে পানি চলে আসলো লাভ ইউ ব্রো 🥰🥰🥰 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,400,Train,"চলুন দেখে নেই কি কি মাইল ফলক স্পর্শ করলেন আমাদের টাইগার রা।"" "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,7009,Train,সে ভালবাসা নিয়ে স্বপ্ন না দেখাটাই ভাল। কারন ভালবাসা অফুরন্ত 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20594,Train,কাবিলা তৌসিফ ভাই 😘 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,6886,Train,"অফুরন্ত ভালোবাসা রইলো,,,,দুজনের জন্যই,,,💞💟 "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4132,Train,শাকিব একমাত্র বাংলাদেশের প্রতিবাদী ক্রিকেটার 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,15495,Train,হেলমেটে চুল ঢাকা হাতে তার ক্রিকেট ব্যাট 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,23695,Train,ওর মুখটা সারাক্ষণ চোখে চোখে ভাসে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,10336,Train,ভালবাসাটা বেড়ে গেল তৌহিদ আফ্রিদি ভাই...❤❤❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,23959,Train,চমক ভাই একটা ভালবাসা 💙❤💚 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3772,Train,শুভ কামনা রোইলো টিম বাংলাদেস 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3797,Train,ভালোবাসা অবিরাম প্রিয় ভাইয়া❤❤❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13968,Train,আমি চাই আশরাফুলকে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,14064,Train,এমন কেয়ারলেস ভাবনিয়ে এক সময় শ্যালিকাকে জড়িয়ে ধরে আদর করতে থাকে। আদর পেয়ে শ
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,26019,Train,"বাঙ্গালীর পত‍্যেকটি বিজয়ী, অনেক ত‍্যাগের। "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13249,Train,তৌহিদ ভাইয়া তোমার মত এত ভালো মানুষ আমি আর দেখি নাই। আমি তোমার অনেক বড় ফেন। আমার 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9952,Train,দু জনকে ভালোবাসি। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4033,Train,বুঝে নিবে সে তোমাকে তার জীবনের চেয়েও বেশী ভালোবাসে কারন 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27858,Train,২৬ মার্চ আমার প্রোফাইল পিকচার পরিবর্তন করি ...এই আমার প্রমাণ আমি ক্ষমা চাই ত্রিশ
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,6497,Train,অগুন্তি কষ্টকে ভালবাসা আর মমতার স্পর্শে জুঁই ফুলে রুপান্তরিত করতে।সে তার মমতাময়
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,10532,Train,আমি রানার গান খুব পছন্দ করি আসলেই একটা ভালো প্রতিভাবান ছেলে। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,16953,Train,আমি ভালবাসি বাংলাদেশকে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,12629,Train,ইসলামের বিজয় হবেই ইনশাআল্লাহ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27680,Train,আপনে ই সেরা ভাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9233,Train,তৌহিদ আফ্রিদি তুমি গরীবের বন্ধু। স্যালুট তোমাকে আফ্রিদি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13990,Train,ছেলেটা খুব সুন্দর 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,841,Train,আপনাকে।দনবাত সবসমোয় ইসলামের বিজেয় হবে ইনসাললাহ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13286,Train,"আপু,আপনার সাথে দেখা করতে খুব ইচ্ছে হয়। "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27725,Train,শুভ জন্মদিন মামনি 😍😍😍😍 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1501,Train,সিলেট ব্লগ করেন 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1007,Train,বিশ্বের অন্যতম সফল রাষ্ট্রনায়ক 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,19228,Train,রিয়েল হিরো দুই ভাইয়ের জন্য রইল অসংখ্য শুভকামনা❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,25944,Train,অসাধারণ কণ্ঠ স্বর💙❤️❤️ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,23614,Train,ভালো লাগে বলেই ভালোবাসি । আমি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2301,Train,আপনি অনেক মজা করে খাবার খান ভাইয়া 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3384,Train,ভাই চালিয়ে যান তৌহিদ আফ্রিদি ভাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13807,Train,সাবাস বাংলাদেশ এগিয়ে যাও 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,14980,Train,মা শুধু তুমি। আধার কালো এই ভুবন 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4273,Train,আমার সবচেয়ে পছন্দের অভিনেতা অভিনেিএ হলো মিলি বাশার ও বাশার। আমি তাদের কে ভলো ভাল
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,5740,Train,ভাইয়া আপনার ব্লগ অনেক ভালো লাগে । দোয়া রইলো আমিন  
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,24430,Train,যেথায় আমার পরম চাওয়া তোমা দাঁরে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,19295,Train,আমাদের আত্তা থেকে ভালোবাসুক 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,15402,Train,ভাই তুমাকে অনেক ভালোবাসি তুমার ভোলক না দেখলে ভালো লাগে না ভাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20542,Train,অনেক অনেক শুভ কামনা রইল তোমার জন্য।🌹🌹🌹🌹এভাবে আমাদের মজা দিয়ে যাও 💜💜💜💜💜 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22159,Train,তৌহিদ আফ্রিদি বাই আপনে রানা কে একটা সটফিলম বানান দেকতে চাই আপনি আমার আনেক বড ফ্র
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27111,Train,অাপনার চুল থাকলে অনেক ভালো লাগে। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1570,Train,কাস্টমার সন্তুষ্টিই আমাদের মূল মন্ত্র! অনেক মিষ্টি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20989,Train,চমক ভাই 😍😍 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2719,Train,আবিব ভাই ও আফ্রিদি ভাই এর আশা আল্লাহ আপনাদর সকল আশা পূরন করুন। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,16433,Train,বাংলাদেশের প্রাকৃতিক দৃশ্য 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,21460,Train,ভালবাসা আর ভালবাসা তোমাদের জন্য। প্রিয় মাদরাসা ছাত্ররা। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22827,Train,নিজের দেশকে সমর্থন দিতে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27848,Train,আই লাভ ইউ ভাইয়া 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27844,Train,তৌহিদ ভাই সত্যি আপনাকে অনেক ভালোবাসি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,12909,Train,দুই প্রিয় মানুষ এক সাথে।♥♥♥ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20519,Train,কাবিলা এক পিস❤❤❤❤❤❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13819,Train,"ধন্যবাদ ভাই তোমাকে। রানার পাশে দারানোর জন্য। দোয়া ও ভালবাসা রানা, তাবিব ভাই আর ত"
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,5675,Train,আমার ভালবাসা টুকুও আমি জমিয়ে রাখতে চাই পরকালের অনন্তকালের জীবনের জন্য 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1288,Train,বস তুমি সেরা 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22303,Train,সত্যি ভালবেসে ফেললাম আপনাকে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8544,Train,আমি এমন একটা তুমি চাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8271,Train,প্রানের বাংলা ভাষা 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20770,Train,আয়মান ভাই সেরা 😍 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1902,Train,"থ্যাংকস,ছোট ভাই আফিফ😍😍 "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,11482,Train,ভাইয়া তুমি অনেক ভাল তোমার মত হতে পারতেম 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4806,Train,তাবিব এবং আফ্রিদি ভাই দোয়া রইলো তোমাদের প্রতি যাতে এই রকম আরো পথশিশুদের পাশে তোম
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,16027,Train,একটু খানি আদর মেখো রংধনুর আকাশ দিবো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8017,Train,পবন শিহরে উঠে এ আমার হৃদয়ের রোদনে।। সখি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4477,Train,ভাইয়া অাপনার জন্য দোয়া রইল অাপনি জেন হাজারু রানা দের সাতে অাললাহ্ দেকা করাই অালল
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13683,Train,সত্যি আফ্রিদি তোমার জন্য অনেক অনেক দোয়া রইলো ও সাথে অভিন্দ এরকম আরো অসহায় মানুষে
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,26997,Train,বাতাসে তোমার অনুভবে স্পর্শ পাই হাসতে থাকি নীরবতায়। তুমি কি জানো তোমার প্রতিমা আম
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4544,Train,যদি পুরাতন প্রেম ঢাকা পড়ে যায় নব প্রেম জালে। যদি থাকি কাছাকাছি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8035,Train,আমাদের আরও একজন মোস্তাফিজ দরকার 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,14889,Train,"ইয়ামিমিমিমি রান্না সব,খুদের ভাত আমরাও খাই,আবিশা ❤❤❤❤ "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,97,Train,ভাই একটা জিনিস ভালো লাগলো আমার কাছে আমাদের কাছে কোন মানবতা আছে ইনশাল্লাহ থাকবে আ
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,6945,Train,আর হৃদয়ের বিশুদ্ধ রক্ত দিয়ে লিখবো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3841,Train,শুনবে সকল মানুষেরমাঝে বুঝে নিও প্রিয়া 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13912,Train,তাহসিন ভাইয়াকে কে কে একটু বেশি ভালোবাসো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2624,Train,তোমার জন্য 💖💖💖💖💜💜💜💖💖💖 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,15632,Train,বলতে চাই- আমার জন্য সাজবে তুমি দেখবো আমি নয়ন জুড়ে হাসবো আমি একলা ঘরে আপন করে তোম
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,14417,Train,আমরা সবাই আপনার পাশে আছি ✌✌✌ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,506,Train,দোয়া রইলো সবার জন্য 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9590,Train,একটু নয়নের কাছে (প্রথম) আকাশ পানে তাকিয়ে দেখো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13098,Train,ভাই বুকে আই পারভেজ ইমন 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,18468,Train,অবিরাম ভালোবাসা 💌 ভাই তৌহিদ আফ্রিদি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3634,Train,বাংলাদেশ আমার দেশ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9984,Train,অসাধারণ... পারভেজ ভাই আমার ফেভারিট একজন শিল্পী ❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9530,Train,রাগ সারা রূপবতীদের মানায় না 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4385,Train,উদ্দেশ্য যেন সফল হয়। এই দোয়াই করি আমিন 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,6545,Train,নাকি এটি ভালোবাসা থেকে নিঃস্বার্থ ভাবে মনে উঠে আসে । তবু কিছু মানুষ ভালোবাসে বলে
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1844,Train,আপনাকে একেবারে মনের গভীর শ্রদ্ধা ও ধন্যবাদ জানাই ভাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1441,Train,হাঁসি নিয়ে মনে মন দিয়ে শিশিরকে আজ সাজিয়ে কবি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,26638,Train,কাবিলা অসাধারণ অভিনয় 😘😘 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,15918,Train,অবশ্যই হতে পার…. এভাবে চলিস্নশ বছর ধরে অপেক্ষমাণ কদম গাছটির নিচে দাড়িয়ে আমাদের দ
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1276,Train,এসএসসি ও বিসিএস পরীক্ষা প্রস্তুতির মাস্টারক্লাস ছিল সেই ধারাবাহিক উদ্যোগেরই একটি
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,12470,Train,"গুরু তুমি না সুপার,,, তাই তোমায় এতো ভালাবাসি,,,, "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,5734,Train,ভাই আমাদের ফরিদপুরে আশেন। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,23089,Train,অসধারণ আমি তোমাকে অনেক ভালবাসা আফ্রিদি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,5474,Train,বাংলাদেশের ইউটিউবার রা যে ভাল কাজও করতে পারে সেটা তৌহিদ আফ্রিদির থেকে দেখে শেখা 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13493,Train,"আই লাভ ইউ তৌহিদ আফ্রিদী ভাই আই লাভ ইউ তাবিব ভাই আই লাভ ইউ রানা,,,,লাভ ইউ সো মাচ "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2307,Train,তুমি ভেবেই নিতে পারো তোমার জন্য এতো গুলা ফুল নেয়া আসবো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22068,Train,সেরা নিশু ভাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3299,Train,গল্প গুলো যেন এমনি হয়.. কাছেই থেকো তুমি 
