source_dataset,source_split,source_row_id,text,anger,disgust,fear,joy,sadness,surprise,emonoba_disgust_assumption,f5_eligible,original_love,original_class,original_contempt,original_enjoyment,domain,topic,sample_id,processed_text
EmoNoBa,Train,7775,যতো পাগল ছাগলের দল বাংলাদেশে ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Personal,EMO-7775-426c24c6,যতো পাগল ছাগলের দল বাংলাদেশে
EmoNoBa,Train,7780,"সময় টিভি কে অনেক অনেক ধন্যবাদ,ঘটনা গুলো ঢাকার বিভিন্ন জায়গায় প্রতিদিন ঘটে ",0,0,0,1,0,0,True,True,1.0,,,,Youtube,Politics,EMO-7780-a1a6e4e8,"সময় টিভি কে অনেক অনেক ধন্যবাদ,ঘটনা গুলো ঢাকার বিভিন্ন জায়গায় প্রতিদিন ঘটে"
EmoNoBa,Train,7783,"নাটক দেখতে এসে ধর্মকে নিয়ে আসেন কেন?? আপনাদের মত পাবলিকরাই উসকে দেয় আরেকজনকে বাজে কমেন্ট করার জন্য, ধর্ম পালন করার জায়গা ইউটিউব না ভাই, সুতরাং এখানে এধরনের কমেন্ট না করাই ভাল। নবী রাসূল দের নাম এখানে আনবেন না। ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7783-0b8c1e1d,"নাটক দেখতে এসে ধর্মকে নিয়ে আসেন কেন?? আপনাদের মত পাবলিকরাই উসকে দেয় আরেকজনকে বাজে কমেন্ট করার জন্য, ধর্ম পালন করার জায়গা ইউটিউব না ভাই, সুতরাং এখানে এধরনের কমেন্ট না করাই ভাল। নবী রাসূল দের নাম এখানে আনবেন না।"
EmoNoBa,Train,7786,শ্রদ্ধা জানাই তাবিব ভাই আফ্রিদি ভাই ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal,EMO-7786-8b1684b9,শ্রদ্ধা জানাই তাবিব ভাই আফ্রিদি ভাই
EmoNoBa,Train,7788,তেলা মাথায় তেল দেওয়া বাঙালির কাজ ,1,0,0,0,1,0,True,True,0.0,,,,Youtube,Personal,EMO-7788-8f1b84e0,তেলা মাথায় তেল দেওয়া বাঙালির কাজ
EmoNoBa,Train,7790,আমি আপনাকে অসংখ্য ধন্যবাদ দিতে চাই ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education,EMO-7790-f29ba064,আমি আপনাকে অসংখ্য ধন্যবাদ দিতে চাই
EmoNoBa,Train,7795,ভাই রানাকে তো এখন সবাই দিবে ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Personal,EMO-7795-83c0f836,ভাই রানাকে তো এখন সবাই দিবে
EmoNoBa,Train,7800,এই রখম শো অফ আপ্রিদির থেকে আমরা বেশি বেশি আশা করছি কে কে একমত। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal,EMO-7800-566d5757,এই রখম শো অফ আপ্রিদির থেকে আমরা বেশি বেশি আশা করছি কে কে একমত।
EmoNoBa,Train,7803,তাহসান ভাইয়ার নাটক বলে কথা অসাধারন নাটক। তাহসান ভাইয়ার ফ্যানসদের দেখতে চাই একটা লাইক দিন ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7803-f6b63f4b,তাহসান ভাইয়ার নাটক বলে কথা অসাধারন নাটক। তাহসান ভাইয়ার ফ্যানসদের দেখতে চাই একটা লাইক দিন
EmoNoBa,Train,7810,মুমিন মুসলমান যেমন আছ ইবলিশ শয়তানও আছে। সর্বোপরি মানুষকে খাঁটি মুমিন হতে হবে ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Politics,EMO-7810-63c6317f,মুমিন মুসলমান যেমন আছ ইবলিশ শয়তানও আছে। সর্বোপরি মানুষকে খাঁটি মুমিন হতে হবে
EmoNoBa,Train,7815,"ফযরের নিয়ত ক,, আর এইনে কি ক্রস, ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Music,EMO-7815-e65931d8,"ফযরের নিয়ত ক,, আর এইনে কি ক্রস,"
EmoNoBa,Train,7817,চোক্ষ এ পানি ধরে রাখতে পারলাম না ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7817-6d923fa2,চোক্ষ এ পানি ধরে রাখতে পারলাম না
EmoNoBa,Train,7822,ভাই তাহলে এইটা দেখানোর দর কার কি ,0,0,0,0,1,1,True,True,0.0,,,,Youtube,Personal,EMO-7822-0f4dd9a4,ভাই তাহলে এইটা দেখানোর দর কার কি
EmoNoBa,Train,7828,আস্সালামু আলাইকুম সম্মানিত আফ্রিদী ভাই এত টাকা খরচ করে এই অনুষ্টান করলেন। এই টাকা গুলা গরিব মিসকিনদের কে দিল ভাল হত ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Personal,EMO-7828-973478a7,আসসালামু আলাইকুম সম্মানিত আফ্রিদী ভাই এত টাকা খরচ করে এই অনুষ্টান করলেন। এই টাকা গুলা গরিব মিসকিনদের কে দিল ভাল হত
EmoNoBa,Train,7830,সানি তোমার টিপটা খুব সুন্দর ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Music,EMO-7830-722b3f08,সানি তোমার টিপটা খুব সুন্দর
EmoNoBa,Train,7836,আসুন আমরা সবাই নিয়মিত ৫ ওয়াক্ত নামাজ পড়ি ❤❤❤ ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Music,EMO-7836-d184723e,আসুন আমরা সবাই নিয়মিত ৫ ওয়াক্ত নামাজ পড়ি ❤❤❤
EmoNoBa,Train,7840,সঠিক কথা বলেছেন বাঘের বাচ্চা ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Politics,EMO-7840-b86134b0,সঠিক কথা বলেছেন বাঘের বাচ্চা
EmoNoBa,Train,7841,ভালো হয়ে যা আর না হলে পিটনী খাবি ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Business,EMO-7841-0473e7ca,ভালো হয়ে যা আর না হলে পিটনী খাবি
EmoNoBa,Train,7848,"আলহামদুল্লিলাহ, ইসলামের জয়জয়কার ধ্বনি ভেসে আসছে ",0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education,EMO-7848-bbe58aaa,"আলহামদুল্লিলাহ, ইসলামের জয়জয়কার ধ্বনি ভেসে আসছে"
EmoNoBa,Train,7850,কল দিয়েছিলাম কিন্তু ফোন বন্ধ দেখায় ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Business,EMO-7850-ba6095dc,কল দিয়েছিলাম কিন্তু ফোন বন্ধ দেখায়
EmoNoBa,Train,7855,সাকিব আল হাসানের গোল টা অবিশ্বাশ্ব ছিলো 🇧🇩🇧🇩🇧🇩🇧🇩🌍⚽⚽⚽⚽⚽⚽⚽⚽⚽⚾⚾ ,0,0,0,1,0,1,True,True,0.0,,,,Youtube,Sports,EMO-7855-367b8622,সাকিব আল হাসানের গোল টা অবিশ্বাশ্ব ছিলো 🇧🇩🇧🇩🇧🇩🇧🇩🌍⚽⚽⚽⚽⚽⚽⚽⚽⚽⚾⚾
EmoNoBa,Train,7856,আমার এই ভিডিও টা দেখে ভালো লাগছে ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal,EMO-7856-23930f93,আমার এই ভিডিও টা দেখে ভালো লাগছে
EmoNoBa,Train,7859,আয়মান বেশ্যা 🤣 ,0,0,0,1,1,0,True,True,0.0,,,,Youtube,Education,EMO-7859-aefcfb8a,আয়মান বেশ্যা 🤣
EmoNoBa,Train,7860,খুব ভালো লাগলো দুই বাংলার ২ সেলিব্রেটিকে এক সাথে দেখে ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal,EMO-7860-57c16519,খুব ভালো লাগলো দুই বাংলার ২ সেলিব্রেটিকে এক সাথে দেখে
EmoNoBa,Train,7865,সাবাশ বোন আমাদের কথা গুলো আপনার মুখে বলার জন্য ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Politics,EMO-7865-b7597904,সাবাশ বোন আমাদের কথা গুলো আপনার মুখে বলার জন্য
EmoNoBa,Train,7868,ভাইয়া বলার কিচু নেই এগিয়ে জান ভাইয়া গরিবের পাসে থাকুন ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal,EMO-7868-1aba7b31,ভাইয়া বলার কিচু নেই এগিয়ে জান ভাইয়া গরিবের পাসে থাকুন
EmoNoBa,Train,7869,পিছনে পুলিশ পিকেটারদের লক্ষ্য করে পিস্তল তাক করেছেন ,0,0,1,0,0,0,True,True,0.0,,,,Facebook,Politics,EMO-7869-81006faa,পিছনে পুলিশ পিকেটারদের লক্ষ্য করে পিস্তল তাক করেছেন
EmoNoBa,Train,7872,আমাদের অধিকার হরন করতে চাচ্ছে ,0,0,0,0,1,0,True,True,0.0,,,,Facebook,Personal,EMO-7872-b433f944,আমাদের অধিকার হরন করতে চাচ্ছে
EmoNoBa,Train,7879,বুকের ভেতর অনল আমার ভাটার মত জেলেরে এটা শুনলে কষ্ট লাগে ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Music,EMO-7879-0bb821a4,বুকের ভেতর অনল আমার ভাটার মত জেলেরে এটা শুনলে কষ্ট লাগে
EmoNoBa,Train,7884,সময় দেয় না ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Politics,EMO-7884-bf1d53be,সময় দেয় না
EmoNoBa,Train,7885,ঢুকেছে বাইরাস এদেরকে চোখে দেখেনা ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-7885-8f411ea9,ঢুকেছে বাইরাস এদেরকে চোখে দেখেনা
EmoNoBa,Train,7886,ঠিক তেমনি আরেকজন বিশ্বসেরা ফুটবলারের জন্ম ও হয়েছে আর্জেন্টিনায়| নামটা আলফ্রেডো ডি স্টেফানো| ম্যারাডোনা ,0,0,0,1,0,0,True,True,1.0,,,,Facebook,Sports,EMO-7886-b5c74421,ঠিক তেমনি আরেকজন বিশ্বসেরা ফুটবলারের জন্ম ও হয়েছে আর্জেন্টিনায় নামটা আলফ্রেডো ডি স্টেফানো ম্যারাডোনা
EmoNoBa,Train,7889,ওরে কিউটের ডিব্বা ছেলেটা রে😚 ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Music,EMO-7889-ecc802bb,ওরে কিউটের ডিব্বা ছেলেটা রে
EmoNoBa,Train,7894,ছোট ভাই ইমন স্যালুট তোমায় ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Sports,EMO-7894-805487d9,ছোট ভাই ইমন স্যালুট তোমায়
EmoNoBa,Train,7896,বিতর্ক হচ্ছে নাকি ঝগড়া ঠিক বুঝতে পারলাম না ,0,0,0,0,0,1,True,True,0.0,,,,Youtube,Education,EMO-7896-1b422dd5,বিতর্ক হচ্ছে নাকি ঝগড়া ঠিক বুঝতে পারলাম না
EmoNoBa,Train,7897,আমাদের ভোলা জেলার মানুষের অনেক উপকার হবে। এ জন্য মাননীয় প্রধানমন্ত্রীকে অসংখ্য ধন্যবাদ ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Politics,EMO-7897-e34633d1,আমাদের ভোলা জেলার মানুষের অনেক উপকার হবে। এ জন্য মাননীয় প্রধানমন্ত্রীকে অসংখ্য ধন্যবাদ
EmoNoBa,Train,7900,ভালোবাসা ছাড়া আর কোন গান নাই। দুনিয়াডা কি খালি বালের ভালোবাসা ছাড়া আর কিছু নাই? ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Music,EMO-7900-71114a05,ভালোবাসা ছাড়া আর কোন গান নাই। দুনিয়াডা কি খালি বালের ভালোবাসা ছাড়া আর কিছু নাই?
EmoNoBa,Train,7901,ভাই এটার ভাল একটা ভিডিও দেকতে চাই ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Business,EMO-7901-d3e0f05c,ভাই এটার ভাল একটা ভিডিও দেকতে চাই
EmoNoBa,Train,7907,এমন করেই অদম্য জার্সির আত্মবিশ্বাসে জ্বলে ওঠে মামুন ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Business,EMO-7907-834a4da0,এমন করেই অদম্য জার্সির আত্মবিশ্বাসে জ্বলে ওঠে মামুন
EmoNoBa,Train,7912,এক দল হুদাই পটকা ফুটায়ে নববর্ষ পালন করলো ,0,0,0,0,1,0,True,True,0.0,,,,Facebook,Sports,EMO-7912-2c3f1350,এক দল হুদাই পটকা ফুটায়ে নববর্ষ পালন করলো
EmoNoBa,Train,7913,কষ্টের জীবন সৌদি আরব প্রবাসী ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Sports,EMO-7913-d65fa2e2,কষ্টের জীবন সৌদি আরব প্রবাসী
EmoNoBa,Train,7917,প্রিথিবির সব বন্দুরা যদি এমন হইতো ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7917-5304d19d,প্রিথিবির সব বন্দুরা যদি এমন হইতো
EmoNoBa,Train,7921,২য় হা‌নিফ সং‌কেত ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education,EMO-7921-d2a3e777,২য় হানিফ সংকেত
EmoNoBa,Train,7922,পুরোনো স্মৃতিগুলো ভেবে দেখতে ইচ্ছে হচ্ছে।আজ আর আমরা একসাথে নেই।একেকজন একেকজায়গায় নিজেরমতো জগত সাজিয়ে নিয়েছি।দোলা দেশের বাইরে ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal,EMO-7922-5044754a,পুরোনো স্মৃতিগুলো ভেবে দেখতে ইচ্ছে হচ্ছে।আজ আর আমরা একসাথে নেই।একেকজন একেকজায়গায় নিজেরমতো জগত সাজিয়ে নিয়েছি।দোলা দেশের বাইরে
EmoNoBa,Train,7926,নিজেরে বিল গেটস মনে করেন নাকি ??? দেখলে তো মনে হয় বছরে একবারও বিরিয়ানি কিনে খাসনা ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Food,EMO-7926-cfd347db,নিজেরে বিল গেটস মনে করেন নাকি ?? দেখলে তো মনে হয় বছরে একবারও বিরিয়ানি কিনে খাসনা
EmoNoBa,Train,7928,যখন মানুষকে তাদের আমলের বিনিময় দেয়া হবে: তোমরা তাদের কাছে যাও যাদেরকে তোমরা দুনিয়াতে দেখাতে ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Politics,EMO-7928-41dc5b2a,যখন মানুষকে তাদের আমলের বিনিময় দেয়া হবে: তোমরা তাদের কাছে যাও যাদেরকে তোমরা দুনিয়াতে দেখাতে
EmoNoBa,Train,7929,ভাইয়া আপনি তো অনেক বিরাট মনের মানুষ।আমি অনেক ভিডিও দেখি আপনার।ভাইয়া দেখেছি আপনি অনেক মানুষের সাহায্য সহযোগিতা করেছেন। আমার বাবা আমার যখন ৭ বছর তখন আমাদের রেখে মারা যাই।আমার বাবা আগে অন্ধ ছিলো।আর যখন আমার বাবা মারা যাই তখন আমার ছোট বোন আম্মার পেটে ছিলো ৭ মাস চলছিলো।আমার বোন বাবাকে দেখার সুযোগ টুকু পাইনি।আম্মু অনেক কষ্ট করে চেয়ে চিন্তে মানুষ করেছে।আমি এখন ইন্টার এ পড়তেছি।অনেক কষ্ট করে এতোদুর এসেছি।আপনার কাছে একটাই সাহায্য বা সহযোগিতা চাই আমার একটি ছোট্ট চাকরি বা সহযোগিতা করে আমার মা আর বোন ক বাকি জিবণ টা দেখার সুযোগ টুকু করে দিয়েন ভাইয়া। ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Personal,EMO-7929-157a71af,ভাইয়া আপনি তো অনেক বিরাট মনের মানুষ।আমি অনেক ভিডিও দেখি আপনার।ভাইয়া দেখেছি আপনি অনেক মানুষের সাহায্য সহযোগিতা করেছেন। আমার বাবা আমার যখন ৭ বছর তখন আমাদের রেখে মারা যাই।আমার বাবা আগে অন্ধ ছিলো।আর যখন আমার বাবা মারা যাই তখন আমার ছোট বোন আম্মার পেটে ছিলো ৭ মাস চলছিলো।আমার বোন বাবাকে দেখার সুযোগ টুকু পাইনি।আম্মু অনেক কষ্ট করে চেয়ে চিন্তে মানুষ করেছে।আমি এখন ইন্টার এ পড়তেছি।অনেক কষ্ট করে এতোদুর এসেছি।আপনার কাছে একটাই সাহায্য বা সহযোগিতা চাই আমার একটি ছোট্ট চাকরি বা সহযোগিতা করে আমার মা আর বোন ক বাকি জিবণ টা দেখার সুযোগ টুকু করে দিয়েন ভাইয়া।
EmoNoBa,Train,7931,সিলেটে বিখ্যাত পাচ ভাই পানসি রেস্টুরেন্টে ভাত আর ঘন ডাল ফ্রি!! আনলিমিটেড যত ইচ্ছা খান... ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Food,EMO-7931-9d4931ef,সিলেটে বিখ্যাত পাচ ভাই পানসি রেস্টুরেন্টে ভাত আর ঘন ডাল ফ্রি!! আনলিমিটেড যত ইচ্ছা খান..
EmoNoBa,Train,7940,ভয়ে কাঁপে কাপুরুষ ,0,0,0,0,1,0,True,True,0.0,,,,Facebook,Sports,EMO-7940-2577f9aa,ভয়ে কাঁপে কাপুরুষ
EmoNoBa,Train,7941,বাঘের বাচ্চা বুক টা ভরে গেলো । সাব্বাস ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Sports,EMO-7941-a2ff662e,বাঘের বাচ্চা বুক টা ভরে গেলো । সাব্বাস
EmoNoBa,Train,7944,সেম৷ টু ইউ ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Sports,EMO-7944-ce8ca727,সেম। টু ইউ
EmoNoBa,Train,7946,"অনেক কষ্ট লাগলো আপু, তোমার নাটক গুলো আমি বেশি দেখি, তোমার অভিনয় তোমার কথা অনেক ভালো লাগে। ",1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7946-57288b26,"অনেক কষ্ট লাগলো আপু, তোমার নাটক গুলো আমি বেশি দেখি, তোমার অভিনয় তোমার কথা অনেক ভালো লাগে।"
EmoNoBa,Train,7952,আপনাকে অকেক ধ্যনবাদ ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal,EMO-7952-e72e44a9,আপনাকে অকেক ধ্যনবাদ
EmoNoBa,Train,7954,বালের ভিডিও। বালের মডেল। বালের লিরিক। বাল। বোকাচুদা। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Music,EMO-7954-0479715f,বালের ভিডিও। বালের মডেল। বালের লিরিক। বাল। বোকাচুদা।
EmoNoBa,Train,7958,"দেশনেত্রী বেগম খালেদা জিয়ার মুক্তি চাই ,,,,, জনাব তারেক রহমানের মুক্তি চাই ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-7958-b306db70,"দেশনেত্রী বেগম খালেদা জিয়ার মুক্তি চাই ,, জনাব তারেক রহমানের মুক্তি চাই"
EmoNoBa,Train,7961,পলাশ ভাইরে অভিনয় টা ভাল হয়নি। ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7961-d62ac99e,পলাশ ভাইরে অভিনয় টা ভাল হয়নি।
EmoNoBa,Train,7965,কাবিলা বাই দারোন হলো নাটক টা ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7965-dc7d89cd,কাবিলা বাই দারোন হলো নাটক টা
EmoNoBa,Train,7969,"আয়ারল্যান্ড এর সাথে যখন বাংলাদেশ জিতছিল।তখন আপনারা হাইলাইটস দেখলে দেখবেন যে,,, একজন কমেন্টস করেছিল,,, কারা কারা মোসাদ্দেক কে বিশ্বকপে দেখতে চান না????তখন সবাই অনেক লাইক দিছে,,,কিন্তু আজ এই খেলার পর মানুষ গুলো ভাববে তখন তাদের ধারণা ভুল ছিল। কারন সব প্লেয়ার দুই তিনবার খেলাতে হয় তাহলে তারা বুঝিয়ে দিবে যে তারা কি না করতে পারে। ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Sports,EMO-7969-2bc12e0c,"আয়ারল্যান্ড এর সাথে যখন বাংলাদেশ জিতছিল।তখন আপনারা হাইলাইটস দেখলে দেখবেন যে,, একজন কমেন্টস করেছিল,, কারা কারা মোসাদ্দেক কে বিশ্বকপে দেখতে চান না??তখন সবাই অনেক লাইক দিছে,,কিন্তু আজ এই খেলার পর মানুষ গুলো ভাববে তখন তাদের ধারণা ভুল ছিল। কারন সব প্লেয়ার দুই তিনবার খেলাতে হয় তাহলে তারা বুঝিয়ে দিবে যে তারা কি না করতে পারে।"
EmoNoBa,Train,7973,আমি একজন গরিবের সন্তান আমার চ্যানেলটাকে সাবস্ক্রাইব করার মতো কেউ নেই ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Music,EMO-7973-16dcc946,আমি একজন গরিবের সন্তান আমার চ্যানেলটাকে সাবস্ক্রাইব করার মতো কেউ নেই
EmoNoBa,Train,7975,সাকিব আল হাসান সেরা😀😀😀😀😀 ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Sports,EMO-7975-a723d05e,সাকিব আল হাসান সেরা
EmoNoBa,Train,7977,এই এল পিপিতাকে তো ভালোবাসি নাই ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Sports,EMO-7977-8e56d25a,এই এল পিপিতাকে তো ভালোবাসি নাই
EmoNoBa,Train,7981,ফাটায় দিয়ছো বস ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7981-0cc870a0,ফাটায় দিয়ছো বস
EmoNoBa,Train,7983,খুব খারাপ লাগলো ফাঁসি চাই ,1,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-7983-c9f01942,খুব খারাপ লাগলো ফাঁসি চাই
EmoNoBa,Train,7984,মেয়েদের সাথে কথা বলে তাদের অনেক দাম বেডে যায় ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Sports,EMO-7984-497b96d7,মেয়েদের সাথে কথা বলে তাদের অনেক দাম বেডে যায়
EmoNoBa,Train,7986,ভালো খেলে না ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Sports,EMO-7986-63394f63,ভালো খেলে না
EmoNoBa,Train,7990,"তাহসিন,ইউ আর রিয়েল বস। ",0,0,0,1,0,0,True,True,1.0,,,,Youtube,Education,EMO-7990-030664a6,"তাহসিন,ইউ আর রিয়েল বস।"
EmoNoBa,Train,7994,"নাটক দেখতে আরম্ভ করছিলাম, কিন্তু প্রথমেই চুত্মারানি নাস্তিক সাফা কবির কে দেখে নাটক দেখার মোড ই নস্ট হয়ে গেল।সাফা কবির নামক নাস্তিকের নাটক অনেক আগেই বয়কট করছি🖕🖕🖕🖕🖕🖕 ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment,EMO-7994-47ab3114,"নাটক দেখতে আরম্ভ করছিলাম, কিন্তু প্রথমেই চুত্মারানি নাস্তিক সাফা কবির কে দেখে নাটক দেখার মোড ই নস্ট হয়ে গেল।সাফা কবির নামক নাস্তিকের নাটক অনেক আগেই বয়কট করছি"
EmoNoBa,Train,7996,"১৫/বছর ধরে বাংলাদেশের খেলা দেখছি, গতকালের জয় দেখে ১৫/বছরের অতীতের সব দুঃখ কষ্ট ভুলে গেছি। ",0,0,0,1,0,0,True,True,1.0,,,,Youtube,Sports,EMO-7996-dcff7419,"১৫বছর ধরে বাংলাদেশের খেলা দেখছি, গতকালের জয় দেখে ১৫বছরের অতীতের সব দুঃখ কষ্ট ভুলে গেছি।"
EmoNoBa,Train,7999,চমক ভাই প্রতিটা গান অসাধারণ । ফেসবুক নিয়ে গানটা খুব সুন্দর কথা লিখেছেন ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Education,EMO-7999-06a9d000,চমক ভাই প্রতিটা গান অসাধারণ । ফেসবুক নিয়ে গানটা খুব সুন্দর কথা লিখেছেন
EmoNoBa,Train,8003,"সালাউদ্দীন এর লজ্জা তাকার দরকার,সে ফুটবল এর ১২টা বাজায়ছে ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Sports,EMO-8003-ec85cab3,"সালাউদ্দীন এর লজ্জা তাকার দরকার,সে ফুটবল এর ১২টা বাজায়ছে"
EmoNoBa,Train,8006,যদি কাঁদতে থাকো জল পাঠাও!!!! .. .. .. .. .. .. .. .. .. .. ছেলে: অনেক কষ্ঠে বলতেছে ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Politics,EMO-8006-f50a7fda,যদি কাঁদতে থাকো জল পাঠাও!! .. .. .. .. .. .. .. .. .. .. ছেলে: অনেক কষ্ঠে বলতেছে
EmoNoBa,Train,8013,কিছু মাদারচো* এই ভিডিও তেও ডিজলাইক দিছে 😡 ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Sports,EMO-8013-f24d706c,কিছু মাদারচো এই ভিডিও তেও ডিজলাইক দিছে 😡
EmoNoBa,Train,8015,কেন তুমি চলে যাচ্ছ তাঁকে না পাবার বেদনায়? তুমি ছেলে ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal,EMO-8015-532965e5,কেন তুমি চলে যাচ্ছ তাঁকে না পাবার বেদনায়? তুমি ছেলে
EmoNoBa,Train,8016,আফিফ খুব ভালো খেলা ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Sports,EMO-8016-db3ddc28,আফিফ খুব ভালো খেলা
EmoNoBa,Train,8019,আমি কলেজে পড়ি কিন্তুুু মেয়েটা খালি চিল্লায় পাগলের মতো মাদ্ররাসার ছাএটা অনেক সুন্দর করে বুজিয়ে দিলো ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Education,EMO-8019-3d1ad8c7,আমি কলেজে পড়ি কিন্তু মেয়েটা খালি চিল্লায় পাগলের মতো মাদ্ররাসার ছাএটা অনেক সুন্দর করে বুজিয়ে দিলো
EmoNoBa,Train,8022,এখন যত বেশি অশ্লীলতা তত বেশি ভিও।এখন গানের কথা থেকে বেশি গানের ভিডিও প্রাধান্য পায় বেশি। ,1,0,0,0,0,0,True,True,0.0,,,,Youtube,Politics,EMO-8022-48175d14,এখন যত বেশি অশ্লীলতা তত বেশি ভিও।এখন গানের কথা থেকে বেশি গানের ভিডিও প্রাধান্য পায় বেশি।
EmoNoBa,Train,8025,নোয়াখালীর মানিষ আফ্রিদি ভাইয়াত ভক্ত বুঝলা গায়েস ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Personal,EMO-8025-97b7d29b,নোয়াখালীর মানিষ আফ্রিদি ভাইয়াত ভক্ত বুঝলা গায়েস
EmoNoBa,Train,8027,"কে কে তোর মায়রে চুদবে সেইটা লিখতে পারিস না,খানকির পোলারা মুইতা পানি লইনা জিবনেও, ওই হালারা আসে ইউটিউবে ইসলাম প্রচার করতে। ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Music,EMO-8027-9a98a877,"কে কে তোর মায়রে চুদবে সেইটা লিখতে পারিস না,খানকির পোলারা মুইতা পানি লইনা জিবনেও, ওই হালারা আসে ইউটিউবে ইসলাম প্রচার করতে।"
EmoNoBa,Train,8029,এতো কেক খেলে পেট ফেটে যাবে ,0,0,1,0,0,0,True,True,0.0,,,,Youtube,Personal,EMO-8029-b2484c6d,এতো কেক খেলে পেট ফেটে যাবে
EmoNoBa,Train,8036,হিন্দি ছবিটা দেখছি ভালো লাগছে... ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-8036-6570b742,হিন্দি ছবিটা দেখছি ভালো লাগছে..
EmoNoBa,Train,8037,এই টাকাটাও রাখেন। আন্টি অবাক ,0,0,0,0,0,1,True,True,0.0,,,,Facebook,Education,EMO-8037-d083a292,এই টাকাটাও রাখেন। আন্টি অবাক
EmoNoBa,Train,8040,এ যে আমার নিজের কাছে অলিখিত প্রতিজ্ঞা। আমার কথা গুলো তুমি দেখবে না ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal,EMO-8040-a6b27c5f,এ যে আমার নিজের কাছে অলিখিত প্রতিজ্ঞা। আমার কথা গুলো তুমি দেখবে না
