group_id,group_type,n_rows,n_sources,sources,is_cross_source,is_cross_split,is_conflicting,n_label_vectors,action
5a02e14c03f7,D,2,2,EmoNoBa|MONOVAB,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
97e2a6639657,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
cd1b69de5eac,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
2483d117ce26,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
0b8e1292ecb6,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
aaecb8c6974b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
7ae2be2c0e27,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
f12947e82367,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8ee840e83238,B,2,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
60ad4ed37b6b,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
cd1f2c7bb5fb,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
1f5ad2e2daeb,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
70030a384246,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
56429e0772fc,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d455e0760842,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
307b9f372389,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
84f1ae110b87,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
ec7e35e835f2,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
2fb657da371b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
0b1df4158229,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b490cfbb6753,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c0f997ec3c3b,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
ec6d5895d3ea,B,3,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
d7749a17a1d2,B,5,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
0bd9fb5c7b6a,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
2fb545da0af9,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
c59c77d2a4eb,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b3e138650d2c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
ae9ae9959c77,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a60df92e8850,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
a805868ac13b,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
c15633466498,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
8de0553ad5bc,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
71b525e4b29f,B,2,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
f9fa960550a0,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6166d34968bb,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
67439d904d51,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
c4a3691fd9bd,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
4a8f86d2360d,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
a9ec7d309b3f,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c68534867425,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e5b1333cd6a7,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c98cbcbccbf2,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
82ecf0f5987e,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
9331f8a578ba,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
2fac6d3b47e3,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b17408c34f1b,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
3e31b9eb6be6,B,8,1,UBMEC,False,False,True,3,CONFLICT_RETAINED_UNRESOLVED
0d239d06b53c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c08f7711eeb3,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
7f031dfaccb4,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
de256c1c5dbb,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a7216d11debc,A,4,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a10ceae02caf,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d86a3f106d0a,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
7bc85b52cf39,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
9ea42729bff5,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
91ef4fc98111,C,2,2,EmoNoBa|UBMEC,True,False,False,1,CANONICAL_SELECTED
16dd68b2f183,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
797d41d61630,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
dcba04bb156f,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
510e93d14a5d,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
5f51de930983,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
08b162a52bc1,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
adadc26ed537,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
05ebedd2884a,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
c3b51926fd6d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
2e09098077e6,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
113eda69477b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d2361ff24c1c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
524db009b94f,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
794800aacca1,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6bdfbe094d90,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a08337fd8e65,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a692e446e4b6,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5edaa204feba,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
bdd0d9b3e5a5,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
02a48178a18a,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
0228aa1a2693,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
1712ff627447,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
f00d20d17c51,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
877d9fcdc1f6,A,3,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
29ab87e7a5a7,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
8ecedd0ffa79,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
54e0573f6068,A,7,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
fa5c6b79194e,C,2,2,EmoNoBa|MONOVAB,True,False,False,1,CANONICAL_SELECTED
0819c5bf6e23,A,3,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
9c25c610e71a,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
0b3c0ab02157,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
da5a7c8640c0,C,2,2,EmoNoBa|MONOVAB,True,False,False,1,CANONICAL_SELECTED
41b5379d2d12,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
9504111498cb,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
92cd123fa086,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
867ca07e3ebd,A,7,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
5e083f95f20a,A,3,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
a95910afdf7e,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
f36642030255,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
cf93c6022e07,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
99491e8d7336,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5179566899d8,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
7f8e683b0df1,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
fc668102a36c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
7f1e28894a2c,B,2,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
60631c2a0d6b,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8b9ceab15709,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
7e4f5f044519,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
698fe4124b24,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
600cd56c503c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5730f1f98f38,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b5ef7154b757,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
71c7b2a4355a,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
a35d234bb11a,D,6,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
9a8580b9330c,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
985dc834fd55,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
428c030f3977,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
24908171e695,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
ea1a0e56a704,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c3b778720275,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
03c64d9cfc0f,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
1e817f91f174,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
d347d5e9941a,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
297ee87db306,A,4,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
64845e3a3797,D,4,2,MONOVAB|UBMEC,True,False,True,3,CONFLICT_RETAINED_UNRESOLVED
deea21648b51,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
567648208842,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
2723cfe404a3,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
63a22c9da0f5,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
970f89105c63,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b996e428c5fe,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d84b91780734,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
ea49d0ec7be2,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
1afb8449d570,A,6,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8d5b7b98de64,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
82034ce022ed,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
ebf018e6eb5a,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
1fcc54e28428,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
79ebfc8de93f,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
7f6e5e573a13,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
53dce0783e75,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e9ced65c16ad,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
8ea11783e7cc,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
dfa13ee6c223,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
2e5ef807dc84,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a2c4a191e2e1,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
1d7d3c7ed184,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
e5c81a78205a,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
f58584c8786c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
1c6c44a63e0f,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c7333cce3ccf,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
edada2d7406b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
07ae042d1e72,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
b3abea5dc4f7,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
da7c2581a367,D,4,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
6073dd46489a,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
886c9a166180,B,3,1,UBMEC,False,False,True,3,CONFLICT_RETAINED_UNRESOLVED
bb1a79e86dad,C,2,2,EmoNoBa|UBMEC,True,False,False,1,CANONICAL_SELECTED
e7ddfbfc0aaf,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
d3544c649b73,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
65b5c379302f,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
df6970ff08a5,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
77071b40d18c,E,2,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
c5a78b3cfc44,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
9f938c47ab8b,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
5b2a1663ceda,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8350a950015b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
fea74578c137,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
b518427ffa47,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
823442dd99a9,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
7b610df3b984,A,3,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
fecb2c096e80,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
59bbbc9b7235,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d99e6f512d99,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
51d94961070c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c55bed13391e,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
4f1b7dc5c0b3,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
96e9b9683033,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
35911cf7fba8,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
36b131a5880b,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
5096a0246857,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
135d1fbf353d,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
852c46fbd8a6,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
84c6b97d1069,C,6,3,EmoNoBa|MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
4a3e01891b03,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
99a153ed9331,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
6ec8a0afebff,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
4cbe7ee09552,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b210992af2c5,A,3,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
a3a2ed30ce97,A,4,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
15d8776c617b,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
71babf98c867,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
04973ba5f799,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
dca641994a0b,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
5f15b3c01fa9,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
e121685dbc0c,A,4,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
bc3e3c45dbff,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
4b1cad7cb8e0,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8fda22bc89fe,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
112ae451a6a6,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
