group_id,text_hash,original_text,group_type,n_rows,n_distinct_label_vectors,sources,splits,source_row_ids,source_datasets,label_vectors,all_anger,all_disgust,all_fear,all_joy,all_sadness,all_surprise,action,resolution
01119e91ce41,01119e91ce41,তাই,D,2,2,MONOVAB|UBMEC,NONE,10630|26059,UBMEC|MONOVAB,"(0, 0, 0, 0, 1, 0) | (1, 0, 0, 0, 0, 0)",0|1,0|0,0|0,0|0,1|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
c0bb635e3295,c0bb635e3295,তাতে কোম্পানির উৎপাদন হতো প্রচুর এবং এর ফলে সে আনন্দের সঙ্গেই জীবন নির্বাহ করত। ওই অফিসের সিইও সিংহ অবাক হয়ে দেখত ,E+B,2,2,EmoNoBa,Test|Train,15064|23263,EmoNoBa|EmoNoBa,"(1, 0, 0, 1, 0, 1) | (0, 0, 0, 1, 0, 0)",1|0,0|0,0|0,1|1,0|0,1|0,RETAINED_UNRESOLVED — requires user decision,PENDING
8073227c96f9,8073227c96f9,"তাহলে কারা কুমিল্লা ভিক্টোরিয়া কলেজ ছাত্রী তনুকে প্রথমে ধর্ষণ তারপর গলা কেটে হত্যা করলো??!!! সর্ষে ক্ষেতেই ভূত নয়তো???????? . কুমিল্লা সেনানিবাস এলাকায় এমন চাঞ্চল্যকর হত্যাকান্ড! তনুও থাকে সেনানিবাস এরিয়ায়! এমনকি ঘটনার দিন সে ওই এলাকার বাইরেও যায়নি কিন্তু!! . যেই স্থানে তনুকে ধর্ষণ করা হয়েছিলো তার আশেপাশে CCTV আছে৷ তাহলে ঐসব ফুটেজ গ্যালো কই?? আচ্ছা বাদ দেন...আমাদের দেশে তো আবার CCTV থাকে মাগার ফুটেজ থাকেনা... সেনাবাহিনীর CCTV ফুটেজও মেবি 'হ্যাক' হইসে.... . কিছুক্ষণ পরপর এমপি, এফআই, ডিজেএফআই, আরপি টহল হয় কিন্তু ওই জায়গায়!! ঘটনাস্থলের খুব কাছেই দুইপাশে সেনা ক্যাম্প আর কোয়াটার আছে!! তাইলে ক্যামনে কি!!!?? . সেনানিবাস এলাকায় ঢুকতে গেলে আপনার ১৪ গুষ্টির তথ্য দিয়ে ঢুকতে হবে.....তাহলে ধর্ষকরা যদি বাইরে থেকে ঢুকে থাকে তবে সেনাবাহিনীর কাছে নিশ্চই সেই তথ্য আছে!!?? . সঠিক কারণ এবং কারণের যৌক্তিক প্রমান দেখানো ছাড়াও তো সেনানিবাসে ঢুকাও যায়না!!",B,2,2,UBMEC,NONE,11108|11164,UBMEC|UBMEC,"(0, 0, 1, 0, 0, 0) | (0, 0, 0, 0, 0, 1)",0|0,0|0,1|0,0|0,0|0,0|1,RETAINED_UNRESOLVED — requires user decision,PENDING
99a3548f3f36,99a3548f3f36,তুলে দেওয়া উচিৎ,B,2,2,MONOVAB,NONE,27741|27958,MONOVAB|MONOVAB,"(1, 1, 0, 0, 0, 0) | (1, 0, 0, 0, 0, 0)",1|1,1|0,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
7d0b239f100f,7d0b239f100f,দালাল,D,4,2,MONOVAB|UBMEC,NONE,8103|9398|11270|3866,UBMEC|UBMEC|UBMEC|MONOVAB,"(1, 0, 0, 0, 0, 0) | (0, 1, 0, 0, 0, 0)",1|1|1|0,0|0|0|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
c971fc0f72c6,c971fc0f72c6,"দেশের সকল ম্যাজিস্ট্রেট ভাইদের দৃষ্টি আকর্ষণ করছি , আপনারা একত্রিত হয়ে এ য়ার পোর্ট ম্যাজিস্ট্রেট দের পাশে দাড়ান । বেয়াদপ গুলোর কঠিন বিচার করেন । এই দেশে অন্যায়ের বিচার করলে , আন্দলনের নামে বিচারকারিকে অপমান করা ফ্যাশন হয়ে গেছে ।",B,4,3,UBMEC,NONE,12103|12197|12319|12348,UBMEC|UBMEC|UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 1, 0)",1|0|1|0,0|0|0|0,0|0|0|0,0|1|0|0,0|0|0|1,0|0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
0a847720462e,0a847720462e,ধিক্কার জানাই,B,2,2,MONOVAB,NONE,219|41832,MONOVAB|MONOVAB,"(1, 1, 0, 0, 0, 0) | (1, 0, 0, 0, 0, 0)",1|1,1|0,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
fb5eecb6aded,fb5eecb6aded,নড়াইলে রবিশস্য সরিষার সঙ্গে মৌমাছি পালন করে মধু চাষ জনপ্রিয় হয়ে উঠছে  এতে একদিকে যেমন সরিষার ফলন বাড়ছে  অন্যদিকে বাড়তি আয়ের উৎস হচ্ছে খাঁটি মধু  ফলে সরিষার উৎপাদন বৃদ্ধির পাশাপাশি মধু বিক্রি করেও কৃষক লাভবান হচ্ছেন ,B,2,2,UBMEC,NONE,4816|4817,UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 0, 1)",0|0,0|0,0|0,1|0,0|0,0|1,RETAINED_UNRESOLVED — requires user decision,PENDING
8a1a947b486e,8a1a947b486e,নিন্দা জানাচ্ছি,D,2,2,MONOVAB|UBMEC,NONE,8096|42161,UBMEC|MONOVAB,"(0, 0, 0, 0, 1, 0) | (1, 0, 0, 0, 0, 0)",0|1,0|0,0|0,0|0,1|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
5a02e14c03f7,5a02e14c03f7,নিরাপদ দেশ চাই ,D,2,2,EmoNoBa|MONOVAB,NONE|Train,15975|20165,EmoNoBa|MONOVAB,"(1, 0, 0, 0, 0, 0) | (0, 0, 0, 1, 0, 0)",1|0,0|0,0|0,0|1,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
8ee840e83238,8ee840e83238,পাডার পো পাডা,B,2,2,MONOVAB,NONE,4190|25858,MONOVAB|MONOVAB,"(1, 1, 0, 0, 0, 0) | (1, 0, 0, 0, 0, 0)",1|1,1|0,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
60ad4ed37b6b,60ad4ed37b6b,পাপিয়া কত ভাল এবং সৎ নারী এবং পুরুষের কান্নার আওয়াজ শুনে নাই   সে প্রভাব শালীদের যৌন চাহিদা মিটাতে গিয়ে বিভিন্ন রকমের বা বিভিন্ন বয়সের বাচ্চা মেয়েদের জীবন একেবারে নস্ট করে দিয়েছে এবং তার সাথে জড়িত রয়েছে আমাদের দেশের প্রভাব শালী আমলা   সচিব     সরকারী অফিসার   পুলিশ   শিল্প পতি   বাবসায়ি   তারা শুধু মজাই লুটেছে কিন্তু একটা উঠতি বয়সের মেয়ে   কিশরি র জীবন চিরতরে শেষ করে দিয়েছে   তাদের জীবন কি আর পারবে কেউ আগের মত ফিরিয়ে দিতে   পুরো দুনিয়া বিক্রয় করলেও তা আর সে বা কেউ আপনারা ফিরিয়ে দিতে পারবেনা   আমরা এহেন জঘন অপরাধির ও জড়িত সকলের সকলের সামনে রাস্তায় খোলা ফাঁসী চাই  ,B,2,2,UBMEC,NONE,4998|4999,UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 0, 0, 0, 1, 0)",1|0,0|0,0|0,0|0,0|1,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
cd1f2c7bb5fb,cd1f2c7bb5fb,পৃথিবীতে আনন্দ এবং দুঃখ সব সময় থাকবে সমান সমান  বিজ্ঞানের ভাষায় আনন্দের সংরক্ষণশীলতা  একজন কেউ চরম আনন্দ পেলে  অন্য জনকে চরম দুঃখ পেতে হবে ,B,2,2,UBMEC,NONE,5047|5048,UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 1, 0)",0|0,0|0,0|0,1|0,0|1,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
1f5ad2e2daeb,1f5ad2e2daeb,পৃথিবীর সবচেয়ে সুখী মানুষ সৌদি আরব,B,2,2,UBMEC,NONE,506|834,UBMEC|UBMEC,"(0, 0, 0, 0, 0, 1) | (0, 0, 0, 1, 0, 0)",0|0,0|0,0|0,0|1,0|0,1|0,RETAINED_UNRESOLVED — requires user decision,PENDING
ec7e35e835f2,ec7e35e835f2,প্রশ্ন শুনে বুঝা যায় বাংলাদেশের অধিকাংশ সাংবাদিক এক একটা নিচু মানের উৎকৃষ্ট দালাল ,B,2,2,UBMEC,NONE,5133|5134,UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 1, 0, 0, 0, 0)",1|0,0|1,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
c0f997ec3c3b,c0f997ec3c3b, বছর পর প্রতিবেদন অনুযায়ী সালমান শাহ আত্মহত্যা করেছে   বছর পর সাংবাদিক সাগর রুনির প্রতিবেদন হবে  একে অপরকে হত্যা করে তারা আত্মহত্যা করেছে ,B,2,2,UBMEC,NONE,1597|1598,UBMEC|UBMEC,"(0, 0, 1, 0, 0, 0) | (0, 0, 0, 0, 1, 0)",0|0,0|0,1|0,0|0,0|1,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
ec6d5895d3ea,ec6d5895d3ea,বয়কট নিউ মার্কেট,B,3,2,MONOVAB,NONE,4093|6920|7685,MONOVAB|MONOVAB|MONOVAB,"(1, 1, 0, 0, 0, 0) | (1, 0, 0, 0, 0, 0)",1|1|1,1|0|0,0|0|0,0|0|0,0|0|0,0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
d7749a17a1d2,d7749a17a1d2,বয়কট নিউমার্কেট,B,5,2,MONOVAB,NONE,3962|4033|7173|7319|7477,MONOVAB|MONOVAB|MONOVAB|MONOVAB|MONOVAB,"(1, 0, 0, 0, 0, 0) | (1, 1, 0, 0, 0, 0)",1|1|1|1|1,0|1|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
0bd9fb5c7b6a,0bd9fb5c7b6a,বলদ,D,2,2,MONOVAB|UBMEC,NONE,12850|26055,UBMEC|MONOVAB,"(0, 1, 0, 0, 0, 0) | (1, 0, 0, 0, 0, 0)",0|1,1|0,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
2fb545da0af9,2fb545da0af9,   বা আশির দশকে যারা আমরা জন্মেছি যা খেয়েছি যা দেখেছি যা শুনেছি যা অনুদাবন করেছি  যে আবেগ ভালোবাসা আমরা পেয়েছি  ইতিহাসে তা কখনো আর কেউ পাবে না,B,2,2,UBMEC,NONE,1614|1615,UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 1, 0)",0|0,0|0,0|0,1|0,0|1,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
a60df92e8850,a60df92e8850,বাংলাদেশ পুলিশে পরিচয় গোপন করে কারা চাকরী করছে দেখুন https://www.youtube.com/watch?v=PXevZvQVxIo,B,2,2,UBMEC,NONE,8050|9366,UBMEC|UBMEC,"(0, 0, 0, 0, 0, 1) | (0, 0, 0, 0, 1, 0)",0|0,0|0,0|0,0|0,0|1,1|0,RETAINED_UNRESOLVED — requires user decision,PENDING
8de0553ad5bc,8de0553ad5bc,বাংলাদেশের তথ্যপ্রযুক্তি ও প্রযুক্তি বিনিয়োগকারী প্রতিষ্ঠান ইজেনারেশন লিমিটেড এবং ভারতের এইচসিসি গ্রুপের সহযোগী প্রতিষ্ঠান হাইবার টেকনোক্রাট লিমিটেডের সাথে সমঝোতা চুক্তি স্বাক্ষর হয়েছে  প্রধানমন্ত্রী শেখ হাসিনার ভারতে রাষ্ট্রীয় সফরকালে শুক্রবার নয়াদিল্লীর আইটিসি মোর্য হোটেলে ভারত বাংলাদেশ বিজনেস ফোরাম  আইবিবিএফ  এর উদ্বোধন শেষে এই সমঝোতা চুক্তি স্বাক্ষরিত হয় ,B,2,2,UBMEC,NONE,5359|5360,UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 0, 0, 1, 0, 0)",1|0,0|0,0|0,0|1,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
71b525e4b29f,71b525e4b29f,"বাংলাদেশের নাস্তিকরা সব সময় দেখবেন বিজ্ঞান বিজ্ঞান করে।
অথচ বুয়েট, চুয়েট কিংবা কোন মেডিকেল কলেজে আপনি বঙ্গীয় নাস্তিকদের অধিকাংশকেই মাইক্রোস্কোপ দিয়েও খুঁজে পাবেন না।
বঙ্গীয় নাস্তিকদের ৯৮% লোকের ব্যাকগ্রাউন্ড হচ্ছে মানবিক শাখা। নাট্যকলা, চিত্রকলা, সঙ্গীত হচ্ছে এদের একাডেমিক শাখা। অর্থাৎ, আমার ভাষায়, এরা কলাবিজ্ঞানী।

মানুষ ল্যাবে বসে বিজ্ঞান চর্চা করে। আর বঙ্গীয় নাস্তিকরা থিয়েটার, কলাভবন আর শাহবাগে বসে গঞ্জিকা সেবন করতে করতে বিজ্ঞান চর্চা করে।
আরজ আলী মাতব্বর এদের আইন্সটাইন,
হুমায়ুন আযাদ এদের নিউটন,
শাহরিয়ার কবির এদের ডারউইন,
তসলিমা নাসরিন এদের ম্যারি কুরী।",B,2,2,MONOVAB,NONE,15104|15475,MONOVAB|MONOVAB,"(1, 0, 0, 0, 0, 0) | (1, 1, 0, 0, 0, 0)",1|1,0|1,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
b17408c34f1b,b17408c34f1b,বিচার কার কাছে চাইবে এখনতো কোন আইন নাই আজ মানুষ বড় অসয়াই,B,2,2,UBMEC,NONE,11214|11218,UBMEC|UBMEC,"(0, 0, 0, 0, 0, 1) | (0, 0, 0, 0, 1, 0)",0|0,0|0,0|0,0|0,0|1,1|0,RETAINED_UNRESOLVED — requires user decision,PENDING
3e31b9eb6be6,3e31b9eb6be6,বিচার চাই,B,8,3,UBMEC,NONE,9374|9464|9588|9632|9649|9650|9791|10015,UBMEC|UBMEC|UBMEC|UBMEC|UBMEC|UBMEC|UBMEC|UBMEC,"(0, 0, 0, 0, 1, 0) | (1, 0, 0, 0, 0, 0) | (0, 1, 0, 0, 0, 0)",0|1|0|1|1|1|1|0,0|0|0|0|0|0|0|1,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,1|0|1|0|0|0|0|0,0|0|0|0|0|0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
c08f7711eeb3,c08f7711eeb3,বিমানবন্দরের প্রধান নিরাপত্তা কর্মকর্তার বিরুদ্ধে আইনানুগ সর্বোচ্চ ও কঠিন শাস্তি দেওয়ার অনুরোধ জানাই। ম্যাজিস্ট্রেট চোর ধরে শাস্তি দেওয়ায় সব চোর ঐক্যবদ্ধ হয়েছে। চোরদের কাছে আপনি কোনভাবেই হেরে যেতে পারেন না।,B,2,2,UBMEC,NONE,12355|12361,UBMEC|UBMEC,"(0, 0, 0, 0, 1, 0) | (0, 0, 0, 1, 0, 0)",0|0,0|0,0|0,0|1,1|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
7f031dfaccb4,7f031dfaccb4,বিশ্বব্যাপী ছড়িয়ে পড়ছে করোনাভাইরাস  চীনের বাইরে ফ্রান্স  জাপান  অস্ট্রেলিয়া  মালয়েশিয়া  নেপাল  সিঙ্গাপুর  দক্ষিণ কোরিয়া  তাইওয়ান  থাইল্যান্ড  যুক্তরাষ্ট্র ও ভিয়েতনামে এই ভাইরাসে সংক্রমিত রোগী শনাক্ত করা গেছে ,B,2,2,UBMEC,NONE,5552|5553,UBMEC|UBMEC,"(0, 1, 0, 0, 0, 0) | (0, 0, 1, 0, 0, 0)",0|0,1|0,0|1,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
9ea42729bff5,9ea42729bff5,ভাই আজকেই প্রথম আপনার ভিডিও দেখলাম   দেখেই ভালো লাগে গেছে  স্যলুট বস চালিয়ে যান  আর সাবস্ক্রাইব করলাম,B,2,2,UBMEC,NONE,5708|5709,UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 0, 1)",0|0,0|0,0|0,1|0,0|0,0|1,RETAINED_UNRESOLVED — requires user decision,PENDING
0b3c0ab02157,0b3c0ab02157,মানুষ থেকে যখন ধর্মের ব্যবহার চলে যায় তখন এসব হয়,B,2,2,UBMEC,NONE,11209|11221,UBMEC|UBMEC,"(0, 0, 0, 0, 1, 0) | (0, 1, 0, 0, 0, 0)",0|0,0|1,0|0,0|0,1|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
7f1e28894a2c,7f1e28894a2c,"য়ারা ওনার মত একজন ভালো শিক্ষক ও শিক্ষা ব্যবস্থাকে ধর্মের নামে বিকৃতি করছে,,তাদের আইনের আওতায় এনে কঠিন বিচার করা হোক,,যাতে ভবিষ্যতে কাউকে ধর্মের নামে টেগ লাগিয়ে ফাঁসাতে না পারে,,,",B,2,2,MONOVAB,NONE,11685|15360,MONOVAB|MONOVAB,"(0, 1, 0, 0, 1, 0) | (1, 1, 0, 0, 0, 0)",0|1,1|1,0|0,0|0,1|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
8b9ceab15709,8b9ceab15709,"যারা প্রতিমা গুলো ভেঙেছে এবং পুরোহিত ও মুয়াজ্জিন হত্যা করেছে তাদের কোন ধর্ম নেই, এরা মানব নামের বর্বর, নরপিশাচ ও ধর্মের শত্রু।",B,2,2,UBMEC,NONE,8394|9086,UBMEC|UBMEC,"(0, 0, 0, 0, 1, 0) | (1, 0, 0, 0, 0, 0)",0|1,0|0,0|0,0|0,1|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
7e4f5f044519,7e4f5f044519,"যারা শফিক রেহমানকে অপরাধী অপরাধী করছেন, তাদের কাছে প্রশ্ন, উনি কতো বড় অপরাধী? নিশ্চয়ই বিরাট বড় ক্রিমিনাল, তাইনা? মহা আয়োজন করে তো গ্রেফতার করা হলো! আচ্ছা, দেশে একেরপর এক যে মানুষ খুন হচ্ছে খুনিদের ধরা হচ্ছে না কেন? এই যে ব্যাংক থেকে এতোগুলো টাকা লুট হলো, কই কাউকে তো ধরা হলো না! তনুসহ একটার পর একটা খুন-ধর্ষণ চলছে, খুনি-ধর্ষকদের ধরছে না কেন? ও আচ্ছা, শফিক রেহমান তো তার চেয়েও বড় ক্রিমিনাল, তাইনা? আজব ব্যাপার! ফাজলামির একটা সীমা আছে!",B,2,2,UBMEC,NONE,7162|7931,UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 1, 0, 0, 0, 0)",1|0,0|1,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
b5ef7154b757,b5ef7154b757,রকিবুলও কম যাননি  ভারতীয় বোলারদের বোলিং তোপগুলো সামলে তিনি অধিনায়ককে সঙ্গ দিয়ে গেছেন অসাধারণ কৃতিত্বে  দলকে জয়ের বন্দরে পৌঁছে দিয়েই মাঠ ছেড়েছেন এ দুজন ,B,2,2,UBMEC,NONE,6285|6286,UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 0, 1)",0|0,0|0,0|0,1|0,0|0,0|1,RETAINED_UNRESOLVED — requires user decision,PENDING
71c7b2a4355a,71c7b2a4355a,রশি দিয়ে ব্যানার লাগানো হয়েছে  এটা এই অনুষ্ঠানের জন্য প্রচন্ড মানহানীর বিষয়  এই অনুষ্ঠানের ব্যবস্থাপনায় যারা ছিলেন তাদেরকে জবাবদিহীতায় আনা উচিত ,B,2,2,UBMEC,NONE,6300|6301,UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 1, 0, 0, 0, 0)",1|0,0|1,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
a35d234bb11a,a35d234bb11a,রাইট,D,6,2,MONOVAB|UBMEC,NONE,7610|9747|10026|11901|11536|26079,UBMEC|UBMEC|UBMEC|UBMEC|MONOVAB|MONOVAB,"(0, 0, 0, 1, 0, 0) | (1, 0, 0, 0, 0, 0)",0|1|0|0|1|1,0|0|0|0|0|0,0|0|0|0|0|0,1|0|1|1|0|0,0|0|0|0|0|0,0|0|0|0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
9a8580b9330c,9a8580b9330c,রাইট ভাই,D,2,2,MONOVAB|UBMEC,NONE,8026|41797,UBMEC|MONOVAB,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 1, 0)",0|0,0|0,0|0,1|0,0|1,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
1e817f91f174,1e817f91f174,রান হলে খেলা জিতবে ইংশাআললা ,B,2,2,UBMEC,NONE,354|1022,UBMEC|UBMEC,"(0, 0, 0, 0, 0, 1) | (0, 0, 0, 1, 0, 0)",0|0,0|0,0|0,0|1,0|0,1|0,RETAINED_UNRESOLVED — requires user decision,PENDING
64845e3a3797,64845e3a3797,লজ্জা,D,4,3,MONOVAB|UBMEC,NONE,9538|980|14928|25533,UBMEC|MONOVAB|MONOVAB|MONOVAB,"(0, 0, 0, 0, 1, 0) | (0, 1, 0, 0, 0, 0) | (1, 0, 0, 0, 0, 0)",0|0|0|1,0|1|1|0,0|0|0|0,0|0|0|0,1|0|0|0,0|0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
567648208842,567648208842,লেবুর শরবতে আয়েশ করে চুমুক দিতে দিতে পাশের দেয়ালে দৃষ্টি ফেরাতেই যদি চোখ আটকে যায় হাতে আঁকা ছবির দিকে  যে ছবিতে শোভা পাচ্ছে বৃষ্টিভেজা একফালি লেবুর ছবি  কী  গেল তো স্বাদ দ্বিগুণ হয়ে  আহা  স্নিগ্ধতা আর সতেজভাব যেন মুহূর্তেই ছেয়ে ফেলেছে শরীর ও মন  এ তো গেল ছবির কথা  অন্দরসজ্জায় লেবুর রকমারি সাজে আপনার প্রিয় অঙ্গন দেবে সতেজ হাসি,B,2,2,UBMEC,NONE,6445|6446,UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 0, 1)",0|0,0|0,0|0,1|0,0|0,0|1,RETAINED_UNRESOLVED — requires user decision,PENDING
d84b91780734,d84b91780734,শালা বাইনচোদ বাংলাদেশ খেলতেই পারে না তুমি আবার এত নাটক চোদাও কা,B,2,2,UBMEC,NONE,6484|6485,UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 1, 0, 0, 0, 0)",1|0,0|1,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
ea49d0ec7be2,ea49d0ec7be2,শালা স্বরাষ্ট্রপ্রতিমন্ত্রী তোর মত ছাগল যে কিভাবে মন্ত্রী হয় আমি বুঝিনা বাংলাদেশের তো ভালো ভালো লোক থাকতে আসলে তো তোরা নির্বাচিত না অবৈধভাবে ক্ষমতায় আসছিস,B,2,2,UBMEC,NONE,6488|6489,UBMEC|UBMEC,"(1, 0, 0, 0, 0, 0) | (0, 1, 0, 0, 0, 0)",1|0,0|1,0|0,0|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
1fcc54e28428,1fcc54e28428,শীতের শেষে সবজির দাম যতটা কমে  এবার ততটা কমেনি  শীতকালে সবজির দাম কেমন  তার বেঞ্চমার্ক বা নির্দেশক মাঝারি আকারের একটি ফুলকপি এখনো  টাকার কমে পাওয়া যাচ্ছে না  ছোট একটি লাউয়ের দামও  টাকা ,B,2,2,UBMEC,NONE,6511|6512,UBMEC|UBMEC,"(0, 0, 0, 0, 1, 0) | (0, 0, 0, 0, 0, 1)",0|0,0|0,0|0,0|0,1|0,0|1,RETAINED_UNRESOLVED — requires user decision,PENDING
a2c4a191e2e1,a2c4a191e2e1,সত্যি কথা,D,2,2,MONOVAB|UBMEC,NONE,10844|4120,UBMEC|MONOVAB,"(0, 0, 0, 1, 0, 0) | (1, 0, 0, 0, 0, 0)",0|1,0|0,0|0,1|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
07ae042d1e72,07ae042d1e72,সবার কাছে একটা অনুরুদ ক্রিকেট নির্বাচন আর রাজনিতি টা কিছু দিনের জন্য বাদ দিয়ে শুদু তনু হত্যার বিচার এর দাবিটা কে এগিয়ে নিয়ে যাই তা না হলে অন্য সব বির্তকিত সমালোচনার কারনে এই তনুর বিচারের আন্দোলন টা নিচে পড়ে দামা চাপা হয়ে যাবে,B,2,2,UBMEC,NONE,11122|11179,UBMEC|UBMEC,"(0, 0, 1, 0, 0, 0) | (0, 0, 0, 0, 1, 0)",0|0,0|0,1|0,0|0,0|1,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
b3abea5dc4f7,b3abea5dc4f7,সরাসরি ঘোষনা দেন আপনার ধর্ম ইসলাম। শাহবাগের নাস্তিকদের রাখা ভুল ছিল। তাহলে আমরা আপনার পাশে থাকি আর না থাকি আল্লাহ আপনার পাশে আছেন।,B,2,2,UBMEC,NONE,7391|9854,UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 1, 0, 0, 0)",0|0,0|0,0|1,1|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
da7c2581a367,da7c2581a367,সহমত,D,4,2,MONOVAB|UBMEC,NONE,10022|11946|11949|28656,UBMEC|UBMEC|UBMEC|MONOVAB,"(0, 0, 0, 1, 0, 0) | (1, 0, 0, 0, 0, 0)",0|0|0|1,0|0|0|0,0|0|0|0,1|1|1|0,0|0|0|0,0|0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
6073dd46489a,6073dd46489a,সহমত পোষণ করছি,D,2,2,MONOVAB|UBMEC,NONE,11944|28612,UBMEC|MONOVAB,"(0, 0, 0, 1, 0, 0) | (1, 0, 0, 0, 0, 0)",0|1,0|0,0|0,1|0,0|0,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
886c9a166180,886c9a166180,সহমত পোষণ করছি।ভালকে ভাল কালোকে কালো বলাই বিবেক সম্পন্ন মানুষের কর্তব্য বলে মনে করি।যারা এর সমালোচনা করেন সেটা কতটুকু বিবেক প্রসুত ভেবে দেখবেন।,B,3,3,UBMEC,NONE,7385|7402|7567,UBMEC|UBMEC|UBMEC,"(0, 0, 0, 1, 0, 0) | (0, 0, 0, 0, 1, 0) | (0, 0, 1, 0, 0, 0)",0|0|0,0|0|0,0|0|1,1|0|0,0|1|0,0|0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
fea74578c137,fea74578c137, সালের মার্চ থেকে সংঘাতে জর্জর হয়ে আছে ইয়েমেন  ওই সময় হুতি বিদ্রোহীরা দেশটির পশ্চিমাঞ্চলের নিয়ন্ত্রণ নিয়ে নেয় এবং প্রেসিডেন্ট হাদিকে বিদেশে পালিয়ে যেতে বাধ্য করে  বিশ্লেষকদের মতে  ইয়েমেনে গৃহযুদ্ধের আড়ালে সৌদি আরবসহ সুন্নি দেশগুলোর সঙ্গে ছায়াযুদ্ধ চলছে শিয়া মতাবলম্বী ইরানের,B,2,2,UBMEC,NONE,1578|1579,UBMEC|UBMEC,"(0, 0, 1, 0, 0, 0) | (0, 0, 0, 0, 1, 0)",0|0,0|0,1|0,0|0,0|1,0|0,RETAINED_UNRESOLVED — requires user decision,PENDING
