,comment,anger,contempt,disgust,enjoyment,fear,sadness,surprise
4611,বাটপার বেটা,1,0,1,0,0,0,0
4612,পোস্টদাতার বিরোদ্ধে আইনানুগ ব্যবস্থা নেয়া দরকার।একজন মিথ্যাবাদী যা খুশি তাই বললো আর সে ফেসবুকে ছেড়ে দিলো।,1,0,1,0,0,0,0
4613,হেলমেট বাহিনীর পরিচয় সকোলের জেনে রাখার উচিৎ,0,0,1,0,0,0,0
4614,এরা ব্যবসা করেনা এরা মানুষকে জিম্মি করে টাকা নেয়।এরা সব মিথ্যা বলছে।,1,0,0,0,0,0,0
4615,"নিউমার্কেটের সবগুলো রেস্টুরেন্টে ডাকাতি ব্যবসা করে, ১০ টাকার খাবার ১৮ টাকা চেয়ে বসে, এরকম ব্যবসা করলে মার খাওয়ারি কথা,",1,0,0,0,0,0,0
4616,ভুয়া সাংবাদিক আর ভুয়া,1,0,0,0,0,0,0
4618,এসব দোকানীরা ফাউল,1,0,0,0,0,0,0
4619,ভালো মানুষ এখন অসহায় এইযুগে।,0,0,0,0,0,1,0
4621,তবে ছাএ নামক সনএাসিদের বিচার করা হক,1,0,0,0,0,0,0
4622,দালাল সাংবাদিক,1,0,0,0,0,0,0
4624,পুরা দেশটাতে ব্যবসায়ীরা ডাকাতি করা শুরু করছে। ১০০ টাকার পন্য ১০০০ টাকা,1,0,1,0,0,0,0
4625,জয় বাংলা জয় মিষ্টি কুমড়া,0,1,0,0,0,0,0
4626,বাংলাদেশের ছাত্র রাজনীতি বন্ধ করা হোক,1,0,0,0,0,0,0
4627,"চল্লিশ লক্ষ।
শা* চাপাবাজী চো* স?",1,0,1,0,0,0,0
4628,আহারে কত কষ্ট ব্যবসায়ীদের,0,0,0,0,0,1,0
4629,"‌তোমরা যে নিরীহ কাষ্টমার‌দের অপমান ক‌রো, জোর ক‌রে কিন‌তে বাধ্য ক‌রো, এটার কি হ‌বে।",1,0,0,0,0,0,0
4630,ইন্না লিল্লাহি ওয়া ইন্না ইলাইহি রাজিঊন,0,0,0,0,0,1,0
4631,তোরা তো ডাকাত মিয়া!,1,0,0,0,0,0,0
4632,এ পাবনা থেকে ছাড়া পাইলো কখন,0,1,0,0,0,0,0
4633,"বাট পার ,,,,,",1,0,0,0,0,0,0
4634,দশ টাকার মাল তিরিষ টাকা বিত্রুয্ করবে তা বল না,1,0,0,0,0,0,0
4635,ছাত্র ভাইয়েরা তোমরা ও একদিন বেবসায়ী হবে সবাই যে চাকরি পাবা তা কিন্তু না অত এব বেবসায়ীদের খতি করিও না,0,0,0,0,0,1,0
4636,"অন্য সাধারণ কাষ্টমারের থেকে যেভাবে অত্যাচার করে ব্যবসায়ীরা রোজগার করে ঠিক সেরকম তাদের অসৎ আয়ও এভাবে চলে যায়, যাবে।",1,0,1,0,0,0,0
4637,ঢাকা নিউ মার্কেটের ব্যবসায়ীরা কাস্টমার কে মানুষ মনে করে নাহ।,1,0,1,0,0,1,0
4638,সব মিথ্যে কথা,0,0,1,0,0,0,0
4639,এর চেয়ে ফালতু খবর আমার জীবনে আর দেখিনাই।,1,1,1,0,0,0,0
4640,"বুজেয় বুহহ না ভায়,,, দোকান দার গেচিলো কাস্টমার এর কাচে না কাসটমার গেচিলো দোকান দার এর কাচে,,,ঝগরা টা আগে করলো কে,,,",1,0,1,0,0,0,0
4642,"আহারে ধোয়া নিমপাতা আমার!""",0,1,0,0,0,0,0
4643,তোর মত. মালুরে বাঁশ দেই... লেকচার আবার কি রে,1,0,0,0,0,0,0
4644,মার্কেট বন্ধ করে দেওয়া হউক,1,0,0,0,0,0,0
4646,আমি হালাল না হারাম খায় সেটা আমি জানি তোমারে কইতে হবে না,1,0,1,0,0,0,0
4647,ছি ছি ওর কথা শুনিস না। ভুলভাল কি বলে ঠিক নাই।,1,0,1,0,0,0,0
6801,ইফতারির জন্য বিরতি দেওয়া হোক,0,0,0,0,0,1,0
6802,নেও ঈদের আগে দোকান বন্ধ করে বসে থাক,0,1,1,0,0,0,0
6803,বোম মারলে তুই বাচি আসোস কিভাবে,1,1,1,0,0,0,0
6804,ব্যবসায় এখন গোওয়া,0,1,0,0,0,0,0
6805,"নিউমার্কেট ব্যবসায়ীদের,,ব্যবসা লাটে",0,1,0,0,0,0,0
6806,সরকার ইচ্ছে করলে ওয়ান টু এর মাধ্যমে সমাধান করতে পারেন।,0,0,0,0,0,1,0
6807,"গায়ের উপর বোম পড়ছে তারপর ও কিছুই হয় নাই।
মানে সে মানুষ না সে আওয়ামী লীগ যায় কারেন কিছুই হয় নাই । আওয়ামী লীগকে দেখলে করোনা ভয় পাই আর সেখানে বোম ছোট জিনিস ।",0,1,0,0,0,0,0
6809,"কোটা রাশেদের মতো বলতেছে মাথা আলাদা করে ফেলছে।

ওর গায়ে নাকি বোম মারছে",0,1,0,0,0,0,0
6810,ঢাকা কলেজের গুন্ডা গুলোকে রাম ধোলাই দেয়া দরকার!!,1,0,0,0,0,0,0
6811,"কোথাকার জল কোথায় গিয়ে দাড়ায় জানি না।
এসব নাটকের শেষের অংশ দেখে বুঝবো।",0,1,0,0,0,0,0
6812,"আল্লাহ গো বোম মারার পর ও এই ভাইটি বেচেঁ আছে, চিন্তার বিষয় ।সকলে সাবধান থাকবেন।",0,1,0,0,0,0,0
6814,আজকে খেলা শুরু হবার আগেই পুলিশ কাকুরা উপস্থিত ভা ভালই,0,1,0,0,0,0,0
6815,"ছাত্র খুনের বিচার জকরতে হবে, কোন রকম টালবাহানা চলবেনা।",0,0,1,0,0,0,0
6816,এইডা কোন লোক? সবই তো নাটক লাগে,0,1,0,0,0,0,0
6818,"ফুটপাতে হকারদের দেখতে চাই না..
ভিন্ন জায়গার ব্যবস্থা করা হোক",0,0,1,0,0,0,0
6819,ছাত্রদের বলব ঈদ পযর্ন্ত আন্দোলন চলবে,1,0,1,0,0,0,0
6820,ওই ছেমরা যে চিল্লাইলো ওর গায়ে বোমা মারছে ওর তো কিছুই হইল না,0,1,0,0,0,0,0
6821,ওই মিয়া বোমা মারলে তুমি সুস্থ থাকতে না।,0,1,0,0,0,0,0
6822,গায়ের উপর বোম মারছে কিন্তু কিছু হলনা ভাইরে ভাই তুই একটা জিনিস,0,1,0,0,0,0,0
6823,পুলিশ রে গালি দেওয়া কি হালাল নাকি এরা রোজা রাখে নাই,0,1,0,0,0,0,0
6824,এবার পুরো ঈদের আগে পুরো নিউমার্কেট বন্ধ করে দেয়া হোক। ওদের শিক্ষা দেয়ার জন্য।,0,0,1,0,0,0,0
6825,কলেজের গুন্ডাদের গনধোলাই দেও!!,1,0,0,0,0,0,0
6826,বয়কট ঢাকা নিউ মার্কেট,1,0,0,0,0,0,0
6827,"অমানুষের বাচ্চারা, তোরা মানুষ হবি কবে,",1,0,1,0,0,0,0
6828,"তুমি দৃষ্টি আকর্ষণ করো
আর বম এসে তোমার হুগার উপরে পরে হুগা পুড়ে যাক",0,1,0,0,0,0,0
6829,নিউ মাকেটকে বয়কট করা হোক,1,0,1,0,0,0,0
6830,এইগুলা তৃতীয়পক্ষের কারসাজি,1,0,1,0,0,0,0
6831,মার্কেট বন্ধ চাই,0,0,1,0,0,0,0
6832,ওনার গায়ে ওরা কেনো বোম মারবে,0,0,0,0,0,0,1
6833,নিউমার্কেট উঠিয়ে অন্য যায়গায় করা হোক।,0,0,1,0,0,0,0
6835,সালা গাঁজাখোর তুর উপর বোমা মারলে তুই কথা বলিস কেমনে।,1,0,0,0,0,0,0
6836,আমি ছাত্রদের সাথে একাত্মতা ঘোষণা করছি,0,0,0,1,0,0,0
6837,আমাকে হাসি পায় অনেক।,0,1,0,0,0,0,0
6838,আজ ঢাকা কলেজের যে ঘটনাটা হইছে এটা যদি কোন মাদ্রাসার সাথে হইত এতক্ষনে দেখতেন সব মাদ্রাসার ছাত্র শিক্ষক জঙ্গি হয়ে যেত।,0,1,0,0,0,0,0
6839,সেনাবাহিনীর প্রধান করাহোক সব সালারে পিটাইয়া বাগাওক,1,0,0,0,0,0,0
6841,তোরা আর কাজ পাইলিনা ছাত্রদের সাথে লাগতে গেলি,1,0,1,0,0,0,0
6842,"নিউমার্কেটের টোকাই গুলা বেয়াদব,,,",1,0,0,0,0,0,0
6843,সবকিছু বন্ধ করে দেওয়া হোক।,1,0,0,0,0,0,0
6844,নিউমার্কেট সারাজীবন জন্য বন্ধ করে দেওয়া হোক,1,0,0,0,0,0,0
6845,"রিকশার টায়ার বাস্ট হইছে,বলে ককটেল",0,1,0,0,0,0,0
6846,গাও এর ওপরে বম মারিছে,0,1,0,0,0,0,0
6847,সরকার চুরান্ত ব্যর্থ।,0,1,0,0,0,0,0
6848,"বুজো না দুদু খাও,,,,কলেজ ঢাকা,,,,,গুলিষথানে ঢাকা কলেজের শাখা উদ্ভোদন করতে ওইবো,,,",0,1,0,0,0,0,0
6849,মেয়র সাব কোনায়,0,1,0,0,0,0,0
6850,রাস্তার উপর দিয়ে কি তাহলে ধুলার মত ককটেল বিস্ফোরণের ধোয়া উড়ছে নাকি,0,1,0,0,0,0,0
6852,"এই ভাইকে ইউক্রেনে পাঠানো হোক,
রাশিয়া পারমাণবিক বোমা মারলে ওনার শরীরে ধাক্কা খেয়ে বোম নিস্তেজ হয়ে যাবে",0,1,0,0,0,0,0
6853,পুতিন মেরেছে এই বোমা,0,1,0,0,0,0,0
6855,দোকান মালিক সমিতির চেয়ারম্যান বেয়াদব,1,0,0,0,0,0,0
6856,ছাত্রদের খাবারের বিল হাফফ্রি করার দাবী জানাচ্ছি,1,0,1,0,0,0,0
6857,ঈদ পর্যন্ত মার্কেট বন্ধ করে দেওয়া হউক,1,0,0,0,0,0,0
6858,গায়ে বলে বোমা বাড়ছে কই কিছুইতো হলোনা এটা আবার কেমন বোমা,0,1,0,0,0,0,0
6859,ওকে তো টুকাই এর মতো লাগছে,0,1,0,0,0,0,0
6860,"পাতি নেতা যে পাট নিয়ে দাঁড়িয়ে আছে
তা দেখে তো বোম মারবেই..",0,1,0,0,0,0,0
6861,১০০ লাঠির চেয়ে কিন্তু একটা কলম শক্তি বেশি বাজান বারাবারি কইরো না ছাত্র কিন্তু চেতলে কিন্তু ঘড়েও থাকতে পারবা না,1,0,0,0,0,0,0
6862,গাউসিয়ায় হামলা চালাও।সব কিছু বন্ধ করে দাও গাউসিয়ায়।,1,0,0,0,0,0,0
6863,তোদের ব্যবসা বন্ধ,1,0,0,0,0,0,0
6864,ঈদের সামনে এই গাধা ব্যবসায়ীরা কেন ছাত্রদের সাথে লাগতে গেছে! ছাত্রদের সাথে আল্লাহ্ ছাড়া কেউ পারবে না।,1,0,0,0,0,0,0
6865,মাকেট বন্দ হোক।,1,0,0,0,0,0,0
6866,বি এন পি জামাত হলে তো পুলিশ সব ঠান্ডা করে দিতো! এখানে কেন পারেনা?,1,1,0,0,0,0,0
6867,গাও পাছায়া বোম মারছে আর হেতে জিন্দা খাড়ায়া বকবক করতাছে,0,1,0,0,0,0,0
6868,নিউমার্কেট বয়কট করুন।,1,0,0,0,0,0,0
6869,এরা চাত্তর লগে চুলকায় কেনাে,0,1,0,0,0,0,0
6872,এই ছেলে টা বাটপার,1,0,1,0,0,0,0
6874,২পক্ষ বলে বার বার আমি ওদের ছাড়া কাউকে দেখি নাই,0,0,1,0,0,0,0
6875,ফাজিল পুলা চুলের কাটিং বদমাশের মতো ওর উপর না কি বোমা হামলা করছে ফাজিলের চুলেরও কোন পরিবর্তন হয়নি! মিথ্যাবাদী।,1,1,1,0,0,0,0
6876,নুরা পাগলা কে বেঁচে আছে থাকলে দেখতাম,0,0,1,0,0,0,0
6877,"নিউ মার্কেট বন্ধ করে দেওয়া হোক,",1,0,0,0,0,0,0
6878,"নিউমার্কেট বন্ধ করা হোক,",1,0,0,0,0,0,0
6879,সাংবাদিক হচ্ছে বড় চোর,1,0,0,0,0,0,0
6880,"ঢাকা কলেজ বন্ধ ঘোষণা করেছে, তাহলে নিউ মার্কেট খোলা থাকবে কেন, থাকুক না ঈদ পর্যন্ত বন্ধ।",1,0,0,0,0,0,0
6881,"ভাই তোমার উপর বোমা মারলো,, আর তোমার কিছু হলো না বুঝলাম না!!",0,1,0,0,0,0,0
6882,নাহিদ হত্যার বিচার চাই।।,1,0,0,0,0,0,0
6883,গায়ে উপর বোম মারলে তুই বাচলি কেমনে হা হা হা,0,1,0,0,0,0,0
6884,ককটেল একটি মাত্র দেখতে পেলামনা,0,1,0,0,0,0,0
6885,পুলিশ একতরফা আচরণ করে কেন?,1,0,1,0,0,0,0
6886,"আমার গায়ের উপরে বোম মেরে দিছে 
কথাটা শুনে মজা পাইছি",0,1,0,0,0,0,0
6887,তোরে বোম মারার ফলে তোরে এতো সুন্দর লাগবে ক্যান?,0,1,0,0,0,0,0
6888,"হল ভ্যাকান্সি দিলেই তো হয়।আর ব্যবসায়ীদের নামে যে অভিযোগ,সে অভিযোগগুলোর পুনরাবৃত্তি হবে না,এমন নিশ্চয়তা দোকান মালিক সমিতির পক্ষ থেকে দেওয়া হলে ও বাস্তবায়ন হলেই তো আর ঝামেলা থাকবে না আশা করি।
ছাত্রদের নামে যে অভিযোগ, সেগুলোও কলেজ কতৃপক্ষের মাধ্যমে সমাধান করা উচিত।
যে ছেলেটা মারা গেল,তার পরিবারকে ক্ষতিপূরণ দেওয়ার ব্যবস্থা উভয়পক্ষের থেকে দেওয়ার ব্যবস্থাও করা উচিত।",1,0,1,0,0,0,0
6889,দে লাড়া চিনি ছারা,0,1,0,0,0,0,0
6890,"ভেজাল বাজায় দিয়া দোকান খুলবা? আগে হুস ছিলো না দোকান খুলতে হবে সামনে ইদ? তুমাদের মূর্খতার জন্য অসংখ্য ছাত্রের এবারের ইদ কাটবে হসপিটালে...!
তুমরাও একটু বুঝো।! সমাধান না করে রক্তের দাগ না শুকাতে দোকান খুলো ক্যান? এখনো সময় আছে,
সারা বাংলার ছাত্রসমাজের কাছে নিউমার্কেট ব্যবসায়ীরা ক্ষমা চাও।
হয়ত সমাধান হলেও হতে পারে। নয়ত বিশাল ক্ষতি হবে তুমাদেরই (ব্যবসায়ীরা),যেহেতু সামনে ইদ।!!",1,0,1,0,0,0,0
6891,নিউমার্কেট চিরতরে বন্ধ করা হোক,1,0,1,0,0,0,0
6892,মারো,1,0,0,0,0,0,0
6893,"দেশের অর্থনীতিকে ধ্বংস করার জন্য, ঢাকা কলেজ ছাত্রদের গনধোলাই দেয়া, সময়ের দাবী!!
জয় বাংলা!!",1,0,1,0,0,0,0
6894,বেটা তোর চুলের কাটিং এমন কেন! নষ্ট পুলা।,0,1,1,0,0,0,0
6896,"ভিপি নূর কই??
তাই তো নূর কই 
তিনি (নুর ভাইয়া এখন একটা সংগঠনের নেতা নয় তিনি (নূর ভাই এখন দল নেতা এখানে আসাটা একেবারেই উচিত হবেনা ,তিনি এখন মূল দলের নেতা। উত্তর টা হয়ত বুঝতে পেরেছেন!",0,1,0,0,0,0,0
6897,বোম মারছে ইতে গায়ে ইতে কেমনে বাঁচি আছে,0,1,0,0,0,0,0
6899,"অন্যকোনো মহল পরিস্থিতি ঘোলাটে করার চেস্টা করছে
এতো পুলিশ থাকতে কি করে এসব হয়",0,0,1,0,0,0,0
6900,বোম মারছে বাচলি কেমনে যাদু,0,1,0,0,0,0,0
6901,নিউমার্কেট সরিয়ে দেয়া হোক।,1,0,0,0,0,0,0
6902,ঢাকা কলেজের ছাত্ররা মানুষকে মানুষ মনে করো না,1,0,1,0,0,1,0
6904,৯০%ডাকাত ব্যবসায়ী।,0,0,1,0,0,0,0
6905,নিউমার্কেটের এরিয়ায় যতো দোকান আছে ৫০০ টাকার কাপড়ের দাম ৫০০০ টাকা চায়!,1,0,1,0,0,0,0
6906,নিজেরা মেরে নাটক সাজায়,0,0,1,0,0,0,0
6907,নিউমার্কেট ১ মাস বন্ধ থাকবে,1,0,0,0,0,0,0
6908,কে গন্ধ বোমা মারছে ওর গায়ের উপর?,0,1,0,0,0,0,0
6909,তোমরা মারবা আর শিক্ষার্থীরা তোমাদের চুমু দেবে তাই না,1,1,0,0,0,0,0
6910,খেলাধুলা কি শেষ নাকি,0,1,0,0,0,0,0
6911,নিউ মার্কেট বন্ধ হোক,1,0,0,0,0,0,0
6912,ঈদ'কে সামনে রেখে কয়েকটা মার্কেট খুলে দিয়েছে সেটা দেখে ককটেল বিস্ফোড়ণ ঘটিয়ে দোকান বন্ধের সিগ্নাল দিয়েছে।,1,0,0,0,0,0,0
6913,সঠিক বিচার না হওয়া পর্যন্ত মার্কেট খুলতে দেওয়া যাবে না,1,0,0,0,0,0,0
6914,ছাত্রদের সাথে কোন পাগল যায় পাঙ্গা নিতে?,1,0,0,0,0,0,0
6915,ব্যবসায়ীরা কেন একটা এম্বুলেন্সকে ছাড় দিলেন না।,1,0,1,0,0,0,0
6916,ছাত্ররা দেশের মেরুদণ্ড,0,0,0,1,0,0,0
6917,তুরে মারছে কি হইছে শালা,1,0,1,0,0,0,0
6918,আগে বিচার হবে তার পর দোকান খুলা হবে,1,0,1,0,0,0,0
6919,বোম প্রুফ একজন মানুষ দেখতে পেল জাতি,0,1,0,0,0,0,0
6920,বয়কট নিউ মার্কেট,1,0,0,0,0,0,0
6921,জামেলা কারা কোতাছে নামকননাকেনো,0,1,0,0,0,0,0
6922,"নিউ মার্কেটের দুই দোকানদারের ঝামেলায় ঢাকা কলেজের ছাত্রদের রামদা নিয়ে ভাড়াটে সন্ত্রাসী হয়ে আসার দরকারটা কি ছিল??
 ঢাকা কলেজের ছাত্ররা যদি ভাড়াটে গুন্ডা হয়ে নিউমার্কেটের ভিতরে না আসতো তাহলে কি এই সংঘর্ষ হইত??
 আগে এটার উত্তর খুজুন ও বিচার করুন।
 যেই পথচারী ছেলেটিকে ইট মেরে হত্যা করা হয়েছে, এর দায় কার??
 নিজেদের উগ্রবাদী স্বভাবে ভাড়াটে সন্ত্রাসী হয়ে বাহাদুরি দেখাইতে এসে ঢাকা কলেজের ছাত্ররা নিজেদের কারনে এই সংঘর্ষে জড়াইসে।
 এই সংঘর্ষ ও ক্ষয়ক্ষতির ৮০% দায় ঢাকা কলেজের ছাত্রদের।
 এরা ছাত্র নামে কলংক। ধিক্কার এমন সন্ত্রাসী ছাত্রদের।",1,0,0,0,0,0,0
6923,ঠিক কাজ হয়েছে,0,1,0,0,0,0,0
6924,"পরিস্থিতি ""থমথমে"" কতোবার বলা লাগে? কি সাংবাদিক নিয়োগ দিছে বাংলা ট্রিবিউন",0,1,1,0,0,0,0
6925,হালারপো তোর গায়ে বোম মারলে তুই বাইচা আছোস কেমনে,0,1,0,0,0,0,0
6926,"যে ছেলেটা মারা গেলো..
তার কি হলো..",0,0,0,0,1,1,0
6927,আরো কি কি হয় শুধু দেখতে থাকো,0,0,1,0,0,0,0
6929,বম মারার পর জিন্দা আছো নি,0,1,0,0,0,0,0
6930,"বোমটা তোমার পেছন নাকি সামনে বরাবর পরছে, ভাইসু?",0,1,0,0,0,0,0
6931,সকল দোকান নিঊমার্কেট থেকে সরিয়ে ফেলা হউক।,1,0,0,0,0,0,0
6932,তুই বাচলি কেমনে,0,0,1,0,0,0,0
6933,এবার আর ব্যবসা করতে হবেনা। যেমন কর্ম তেমন ফল।,1,1,0,0,0,0,0
6934,উল্টো নিউজ কেনো দেন আগে ককটেল বিস্ফোরণ ঘটে ঢাকা কলেজে।,1,0,0,0,0,0,0
6935,ইউক্রেনের হাওয়া লাগছে।,0,1,0,0,0,0,0
6936,দোকান গুলো বন্ধ থক,1,0,0,0,0,0,0
6937,তোরে জুতা মারা উচিত,1,0,0,0,0,0,0
6938,বোম মারার পরেও হালায় বাইচ্চা রইছে,1,0,0,0,0,0,0
6939,কু*বা,1,0,0,0,0,0,0
6940,এখনও সমাধান করা হয়না কেন?,0,0,1,0,0,0,0
6941,কামলা যে কামলাই কথাই বুঝা যায়,0,1,0,0,0,0,0
6942,কলেজের সামনে থেকে সব মার্কেট সরিয়ে দাও। সব মার্কেট বন্ধ,1,0,0,0,0,0,0
6943,সালা তুই বাচলি কেমন করে তোর গায়ে বোমা মারলে।,1,1,0,0,0,0,0
6944,বোম মেরে কি তোর চুলের কাটিং ফিটিং করে দিছে,0,1,0,0,0,0,0
6945,তোর উপর বোমা মারলে তুুউ কথা বলিস কি বাবে,1,1,0,0,0,0,0
6946,বয়কট নিউ মাকেট,1,0,0,0,0,0,0
6947,তরে দেখলে মনে হয় ডেন্ডি খুর,0,1,0,0,0,0,0
6948,চাপাবাজ হালাঃ আমার গাও পাছায়া বুম মারি দিছে।।,0,1,1,0,0,0,0
6949,"ছাত্রদের লাড়বা,তাও ঢাকা কলেজের ছাত্র?বুজোনাই,বুজবা",1,0,0,0,0,0,0
6950,নিউমার্কেট বন্ধ করা হোক।,1,0,0,0,0,0,0
6951,"এবার ঠেলা সামলাও, ছাত্রদের গায়ে হাত...",1,1,0,0,0,0,0
6953,তোর কোথায় বুমমমম মারল,0,1,0,0,0,0,0
6954,সবাই জয় বাংলার লোক আমার কোন সমস্যা নাই,0,1,0,0,0,0,0
6956,কি ককটেল মারে।গেনেড মার।,1,0,0,0,0,0,0
6957,আপনারা কি ব্যাবসায়ীদের পক্ষ নেওয়ায় জন্য ওখানে গেছেন?,1,0,0,0,0,0,0
6958,পুলিশ ছাত্রদের বিরুদ্ধে অবস্থান নিয়ে খুবই ভুল করছে। সরকার ভুল করছে।,1,0,0,0,0,0,0
6959,প্রতিশোধ নেওয়া উচিৎ ছাত্রদের কারন ব্যবসায়ী রা অনেক বাড়াবাড়ি করেছে,1,0,1,0,0,0,0
6960,এইসব ছেলেদেরকে অতিদ্রুত আইনী হেফাজতে নিয়ে রিমান্ড দিলেই সব ঘটনা পরিষ্কার হয়ে যাবে।,1,0,0,0,0,0,0
6961,টাকার গরমে ছাত্রদের গায়ে হাত তোলা একজন নিরীহ ছাত্রের মৃত্যু এর সঠিক জবাব না আসা পর্যন্ত নিউমার্কেট বন্ধ করা করা হোক।,1,0,0,0,0,0,0
6962,"ইফতারের আগে এর সেরা মিথ্যা হলো, আমার গাও পাছায়া বোম মারছে!
আর সেরা আশ্চর্য ঘটনা হলো ওনার একটা চুলেও স্পর্শ লাগেনি!",0,1,0,0,0,0,0
6963,"তোর গায়ে বম মারছে তুই মরস নাই কেন,,,",1,1,0,0,0,0,0
6965,পুলিশ তুমি কার,0,1,0,0,0,0,0
6966,ছাত্রদের গায়ে হাত দেওার জবাব দিতে হবে...,1,0,0,0,0,0,0
6967,"তোমার গায়ে বোম মারার কোন আলামত নেই,তুমি মিথ্যুক।",1,1,0,0,0,0,0
6968,আরে গাধা ছাত্রী নাই ঢাকা কলেজে।,0,1,0,0,0,0,0
6969,লও ঢেলা বুঝো এবার কাদের সাথে পাতা লয়।,0,1,0,0,0,0,0
6970,তোর গায়ে বোম মারলো মরলি না কেন,1,1,0,0,0,0,0
6972,টিকি আছে সমস্যা সমাধান না করে কিসের দোকান খোলা।,1,0,0,0,0,0,0
6973,এই গুলা ছাত্র রাই মারছে,0,0,1,0,0,0,0
6974,এই ছেলের গায়ে বোমা মারলো অথছ কিছুই হইলো নাএক্সপায়ার হইয়া গেসে বোমা,0,1,1,0,0,0,0
6975,"অবাক কাণ্ড! নিউ মার্কেটের ব্যবসায়ী-ঢাকা কলেজের শিক্ষার্থীদের মাঝে যে ঘটনাটি ঘটেছে, তা সমাধান করা তো ছিল সময়ের ব্যাপার মাত্র। কিন্তু এটি রূপ নিল রক্তক্ষয়ী সংঘর্ষে। আহত হলো কতজনা। প্রাণ গেলো। এ্যাম্বুল্যান্স ভাংচুরসহ রোগীর ওপর হামলা হলো। সাংবাদিকদের উপর নৃশংস হামলা করলো ব্যবসায়ীরা। তাদের আর্থিক ক্ষতিও হলো।
আমরা প্রমাণ দিলাম আরেক বর্বরতার।
আসলে কতটা দুর্বল আমাদের রাষ্ট্র পরিচালনার কৌশল! ভাবতে অবাক লাগে!!
দেশবাসী আশা করে, এই সমস্যা সমাধানে প্রশাসন দ্রুততম সময়ের মধ্যে কার্যকরী একটি ভূমিকা গ্রহণ করবেন। শান্তি ফিরে আসবে সর্ব মহলে।-নিরাপদ চিকিৎসা চাই কুমিল্লা জেলা।",0,0,0,0,0,1,0
6976,বোমাতেও তুই অক্ষত? কেমনে সম্ভব?,1,1,0,0,0,0,0
6977,পুরা মার্কেটটা আগুন দিয়া পুড়ে ফেলেন,1,0,0,0,0,0,0
6978,অস্তিত্ব রক্ষার লড়ায়ে ঢাকা কলেজ আপোসহীন ৷ হকারদের ছাড় হবে না ৷ হকারদের বিচার হবে ঢাকা কলেজ ছাত্র ও জনতার আদালতে ৷,1,0,0,0,0,0,0
6979,নিউমার্কেট তুলে নিয়ে নোয়াখালীর পৌঁছে দেওয়ার জোর দাবি জানাচ্ছি,1,1,0,0,0,0,0
6980,এতেরে কি কইত্তাম এরে ঢাকা কলেজে শুধু ছাত্র পড়ে৷ ছাত্রী পড়েনা শালা,1,1,0,0,0,0,0
6981,ছাত্র ভাইয়েরা আসা লাগলে বইলেন আসমু এই মার্কেটটা থাকা দরকার নাই,1,0,0,0,0,0,0
6982,একসেস কিছুই ভালো না,1,0,0,0,0,1,0
6983,বম মারলে তুমি অক্ষত রইলা কেন,1,1,0,0,0,0,0
6984,ঢাকা কলেজে শুধু ছাত্র পড়ে শালা।তুই ছাত্রী পাইলি কই।সাংবাদিক,1,1,0,0,0,0,0
6985,সাবাস ঢাকা ক‌লেজ,0,0,0,1,0,0,0
6986,হাসান মাহমুদ থাকতে তুমি কেন সাংবাদিক এর সাথে কথা বলবে,1,0,0,0,0,0,0
6987,"একবারে বন্ধ করা হোক,নিউ মার্কেট",1,0,0,0,0,0,0
6988,নিউমার্কেট গুড়িয়ে দে।,1,0,0,0,0,0,0
6989,ওর গাও পেচায় বোম মারল কেন এটা কোন কথা,0,1,0,0,0,0,1
6990,কসাই ব্যাবসায়ীদের উচিত শিক্ষা দিতে হবে,1,0,1,0,0,0,0
6991,ঐ এলাকার সকল মাকেট ঈদ পযন্ত বন্ধ রাখা হউক,1,0,0,0,0,0,0
6992,"যতোদিন হল বন্ধ, ততোদিন মার্কেট ও বন্ধ রাখতে হবে",1,0,0,0,0,0,0
6993,"যখন দোকান খুলবে তখনই বোমা মারা হবে, টোকাইমুক্ত নিউ মার্কেট চাও",1,0,0,0,0,0,0
6994,বোমা যদি মারত এখনো সুস্থ স্বাভাবিক ভাবে কথা বলে কিভাবে ?,0,1,0,0,0,0,0
6995,চালিও যাও ছাত্র সমাজ আমিও আছি তোমাদের সাথে,0,0,0,1,0,0,0
6996,ওর গায়ে বোমা মারলে ও বাচলো কেমনে?,0,1,0,0,0,0,1
6997,ওই হাম্বাদিকে ঢাকা কলেজের ছাত্র আছে আবার ছাত্রী পাইলেন কই? আপনাদের মতো হাম্বাদিকদের কারনে নিউজের এই অবস্থা,1,1,1,0,0,0,0
6998,পুলিশ ব্যাবসায়ী একসাথে আর ছাত্ররা অন্য পাশে? তার মানে কি? ঘুষখোরের দল হকারদের পক্ষে?,1,1,0,0,0,0,0
6999,তৃতীয় পক্ষের ইন্দন সম্ভবত আপনীয় জড়িত।,0,1,0,0,0,0,0
7000,"সরকার পুলিশকে ট্রেনিং করাচ্ছে,বিএনপিকে দমন করার জন্যে,,,",0,1,0,0,0,0,0
7001,"থমথম বাদ দেন। আজাইরা পোলাপান থাকলে যা হয়।ব্রাহ্মণবাড়িয়া পাডান, দেহি পোলাপানের কতো কইলজা আছে দেইখা লইবো",1,0,1,0,0,0,0
7002,আমার গাও পাছে বোম মাইরা দিছে,0,1,0,0,0,0,0
7003,নিউ মার্কেটের দোখান পাট সব বন্ধ করে দেওয়া উচিৎ।,1,0,0,0,0,0,0
